,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10766,10637,129,2023-06-07,TT,44992094,531884,44457379,2023-06-10 05:44:37.231481,931018005,2023-06-06 00:00:00,91499,2206699949,1027409963,951976899,227313087,991264,347616,353285,290363,https://www.icmr.gov.in/,214,0,384,629,68,112,809,0,0,0,0,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2340671,2325937,14733,2023-06-07,TT,44992094,531884,44457379,2023-06-10 05:44:37.231481,931018005,2023-06-06 00:00:00,91499,2206699949,1027409963,951976899,227313087,110957192,44704323,47578771,18674098,https://www.icmr.gov.in/,214,0,384,629,68,112,809,4,2,1,7,1,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,67036,66738,296,2023-06-07,TT,44992094,531884,44457379,2023-06-10 05:44:37.231481,931018005,2023-06-06 00:00:00,91499,2206699949,1027409963,951976899,227313087,1924584,961348,821819,141417,https://www.icmr.gov.in/,214,0,384,629,68,112,809,0,0,0,0,1,8,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,746138,738084,8035,2023-06-07,TT,44992094,531884,44457379,2023-06-10 05:44:37.231481,931018005,2023-06-06 00:00:00,91499,2206699949,1027409963,951976899,227313087,50335778,24813013,22150254,3372511,https://www.icmr.gov.in/,214,0,384,629,68,112,809,0,0,0,0,0,0,0,,,1332900000,Assam,34293000
4,Bihar,855234,842888,12314,2023-06-07,TT,44992094,531884,44457379,2023-06-10 05:44:37.231481,931018005,2023-06-06 00:00:00,91499,2206699949,1027409963,951976899,227313087,157288847,73485341,67912195,15891311,https://www.icmr.gov.in/,214,0,384,629,68,112,809,1,1,49,51,9,11,0,,,1332900000,Bihar,119520000
5,Chandigarh,100683,99497,1185,2023-06-07,TT,44992094,531884,44457379,2023-06-10 05:44:37.231481,931018005,2023-06-06 00:00:00,91499,2206699949,1027409963,951976899,227313087,2291244,1185674,991046,114524,https://www.icmr.gov.in/,214,0,384,629,68,112,809,0,0,3,3,0,3,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1187661,1173434,14189,2023-06-07,TT,44992094,531884,44457379,2023-06-10 05:44:37.231481,931018005,2023-06-06 00:00:00,91499,2206699949,1027409963,951976899,227313087,49167884,21267782,20343749,7556353,https://www.icmr.gov.in/,214,0,384,629,68,112,809,0,0,0,0,9,13,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,2023-06-07,TT,44992094,531884,44457379,2023-06-10 05:44:37.231481,931018005,2023-06-06 00:00:00,91499,2206699949,1027409963,951976899,227313087,1580012,782350,636961,160701,https://www.icmr.gov.in/,214,0,384,629,68,112,809,0,0,2,2,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2040711,2014023,26662,2023-06-07,TT,44992094,531884,44457379,2023-06-10 05:44:37.231481,931018005,2023-06-06 00:00:00,91499,2206699949,1027409963,951976899,227313087,37408370,18297482,15717253,3393635,https://www.icmr.gov.in/,214,0,384,629,68,112,809,13,7,8,28,15,18,1,,,1332900000,Delhi,19814000
9,Goa,263215,259144,4014,2023-06-07,TT,44992094,531884,44457379,2023-06-10 05:44:37.231481,931018005,2023-06-06 00:00:00,91499,2206699949,1027409963,951976899,227313087,2874477,1440045,1295735,138697,https://www.icmr.gov.in/,214,0,384,629,68,112,809,0,0,0,0,20,33,0,,,1332900000,Goa,1540000
10,Gujarat,1291323,1280216,11079,2023-06-07,TT,44992094,531884,44457379,2023-06-10 05:44:37.231481,931018005,2023-06-06 00:00:00,91499,2206699949,1027409963,951976899,227313087,128104593,54398151,54032418,19674024,https://www.icmr.gov.in/,214,0,384,629,68,112,809,7,4,6,17,8,44,0,,,1332900000,Gujarat,67936000
