"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","3","114","65313","0","4530","69837","6"
"Bageshwar","44","46","35224","0","2089","37309","31"
"Chamoli","111","92","48454","1","3204","51656","19"
"Champawat","0","4","62620","0","1912","64529","2"
"Dehradun","336","315","370247","13","33198","403310","52"
"Haridwar","64","83","307045","0","13137","320152","11"
"Nainital","199","251","86620","2","11365","97915","34"
"Pauri Garhwal","97","103","93940","0","5278","99211","18"
"Pithoragarh","84","223","41467","0","2560","44015","32"
"Rudraprayag","54","100","27288","0","2706","29994","9"
"Tehri Garhwal","99","58","36891","0","2368","39252","17"
"US Nagar","465","187","136624","0","8805","145405","71"
"Uttarkashi","125","2","39917","0","1657","41572","35"
"Total","1681","1578","1351650","16","92809","1444157","337"
