"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","12","28","71144","1","4908","76046","0"
"Bageshwar","12","12","39857","0","2161","42014","0"
"Chamoli","15","7","52007","1","3370","55375","0"
"Champawat","5","6","65674","0","1994","67665","0"
"Dehradun","451","499","422713","6","38940","461518","29"
"Haridwar","164","148","329276","2","14086","343332","11"
"Nainital","128","108","110282","1","13483","123695","8"
"Pauri Garhwal","8","14","109677","0","5596","115266","0"
"Pithoragarh","0","1","44781","0","2758","47527","0"
"Rudraprayag","9","54","31756","1","3061","34817","0"
"Tehri Garhwal","74","43","51009","0","2625","53627","5"
"US Nagar","83","30","164448","0","9334","173758","6"
"Uttarkashi","17","0","47891","0","1924","49813","0"
"Total","978","950","1540515","12","104240","1644453","59"
