TT|2022-10-28 07:55:11.616144|GetSource|ERR|File Not Found
TT|2022-10-28 09:55:09.844489|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-10-28 09:55:26.429468|ExtractFromHTML|OK|COMPLETED
TT|2022-10-28 11:55:11.767275|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-10-28 11:55:26.477973|ExtractFromHTML|OK|COMPLETED
TT|2022-10-28 19:55:12.361444|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-10-28 19:55:29.658483|ExtractFromHTML|OK|COMPLETED
TT|2022-10-28 20:55:11.495791|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-10-28 20:55:33.972563|ExtractFromHTML|OK|COMPLETED
TT|2022-10-28 21:55:11.740041|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-10-28 21:55:33.325402|ExtractFromHTML|OK|COMPLETED
TT|2022-10-28 22:55:11.294637|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-10-28 22:55:32.380320|ExtractFromHTML|OK|COMPLETED
TT|2022-10-28 23:55:11.716139|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-10-28 23:55:28.712764|ExtractFromHTML|OK|COMPLETED
TT|2022-10-29 07:55:10.647461|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-10-29 09:55:11.495591|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
