"Sr 
No","Name of District","Positive Cases Today","No of Active Cases","Cumulative Positive Cases","Cumulative     
Recovered/ 
Discharged Cases","Recovery Rate (%)","No. of Deaths","COVID-19, Vaccination Status  
(NHM, Haryana)*","","",""
"","","","","","","","","Coverage of Vaccination  
on 15-04-2022","","","Cumulative Coverage of 
Vaccination"
"","","","","","","","","Dose 1st","Dose 2nd","Precaution 
Dose",""
"1","Gurugram","150","589","262075","260480[66]","99.39","1006","753","2170","2466","5108326"
"2","Faridabad","21","107","127195","126349[3]","99.33","739","713","1142","909","3888949"
"3","Hisar","0","0","62049","60874","98.11","1175","384","713","106","2306292"
"4","Sonepat","0","8","58568","58284[1]","99.52","276","122","460","121","2230940"
"5","Karnal","0","4","48176","47576","98.75","596","285","747","206","2314180"
"6","Panipat","0","0","36059","35387","98.14","672","198","406","106","2000395"
"7","Panchkula","0","3","44143","43726[1]","99.06","414","448","247","221","1077436"
"8","Ambala","0","0","40758","40216","98.67","542","111","533","196","2065343"
"9","Sirsa","0","0","33372","32833","98.38","539","326","676","46","1901331"
"10","Rohtak","0","1","31824","31269","98.26","537","65","702","121","1656871"
"11","Yamunanagar","0","1","30650","30194","98.51","455","424","1198","221","1888608"
"12","Bhiwani","0","1","26489","25823","97.49","665","88","425","103","1723344"
"13","Kurukshetra","1","2","26825","26425","98.51","398[1]","422","1427","173","1483497"
"14","Mahindergarh","0","0","24754","24589","99.33","165","154","262","160","1348352"
"15","Jind","1","1","24349","23806","97.77","542","313","1155","60","1669313"
"16","Rewari","1","1","24590","24365","99.08","224","60","255","145","1523893"
"17","Jhajjar","0","0","23426","23070","98.48","350","180","390","139","1542868"
"18","Fatehabad","0","2","20061","19561","97.51","498","61","85","31","1182715"
"19","Kaithal","0","0","14229","13858[1]","97.39","371","25","611","70","1697367"
"20","Palwal","0","1","13476","13305","98.73","170","267","354","63","1489451"
"21","Charkhi Dadri","0","0","7427","7282","98.05","145","28","256","672","857765"
"22","Nuh","0","1","6108","5968","97.71","139","23","113","19","1218287"
"Haryana","","174","722","986603","975240[72]","98.85","10618[1]","5450","14327","6354","42175523"
