,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10727,10589,129,2022-10-17,TT,44630888,528905,44075149,2022-10-17 15:22:50.793393,898699680,2022-10-16 00:00:00,110863,2193321457,1026673579,949467100,217180778,989892,347528,352896,289468,https://www.icmr.gov.in/,2060,10,1841,74905,9327,2697,86929,9,1,11,21,2,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2338679,2323794,14733,2022-10-17,TT,44630888,528905,44075149,2022-10-17 15:22:50.793393,898699680,2022-10-16 00:00:00,110863,2193321457,1026673579,949467100,217180778,110253396,44698716,47566962,17987718,https://www.icmr.gov.in/,2060,10,1841,74905,9327,2697,86929,34,63,2081,2178,27,13,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,66866,66564,296,2022-10-17,TT,44630888,528905,44075149,2022-10-17 15:22:50.793393,898699680,2022-10-16 00:00:00,110863,2193321457,1026673579,949467100,217180778,1885073,958548,817250,109275,https://www.icmr.gov.in/,2060,10,1841,74905,9327,2697,86929,12,6,134,152,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,745912,735144,8035,2022-10-17,TT,44630888,528905,44075149,2022-10-17 15:22:50.793393,898699680,2022-10-16 00:00:00,110863,2193321457,1026673579,949467100,217180778,50103905,24790948,22053654,3259303,https://www.icmr.gov.in/,2060,10,1841,74905,9327,2697,86929,96,180,360,636,14,4,0,,,1332900000,Assam,34293000
4,Bihar,850890,838410,12302,2022-10-17,TT,44630888,528905,44075149,2022-10-17 15:22:50.793393,898699680,2022-10-16 00:00:00,110863,2193321457,1026673579,949467100,217180778,156272410,73383951,67602004,15286455,https://www.icmr.gov.in/,2060,10,1841,74905,9327,2697,86929,1126,3625,8661,13412,22,33,0,,,1332900000,Bihar,119520000
5,Chandigarh,99269,98060,1181,2022-10-17,TT,44630888,528905,44075149,2022-10-17 15:22:50.793393,898699680,2022-10-16 00:00:00,110863,2193321457,1026673579,949467100,217180778,2278761,1184610,984221,109930,https://www.icmr.gov.in/,2060,10,1841,74905,9327,2697,86929,4,1,2,7,5,3,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1177112,1162550,14139,2022-10-17,TT,44630888,528905,44075149,2022-10-17 15:22:50.793393,898699680,2022-10-16 00:00:00,110863,2193321457,1026673579,949467100,217180778,48870849,21253399,20256310,7361140,https://www.icmr.gov.in/,2060,10,1841,74905,9327,2697,86929,119,463,1488,2070,16,20,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11588,11583,4,2022-10-17,TT,44630888,528905,44075149,2022-10-17 15:22:50.793393,898699680,2022-10-16 00:00:00,110863,2193321457,1026673579,949467100,217180778,1572440,781784,633527,157129,https://www.icmr.gov.in/,2060,10,1841,74905,9327,2697,86929,29,78,0,107,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2004902,1977918,26506,2022-10-17,TT,44630888,528905,44075149,2022-10-17 15:22:50.793393,898699680,2022-10-16 00:00:00,110863,2193321457,1026673579,949467100,217180778,37306884,18286362,15695929,3324593,https://www.icmr.gov.in/,2060,10,1841,74905,9327,2697,86929,32,65,151,248,115,102,0,,,1332900000,Delhi,19814000
9,Goa,258478,254366,3967,2022-10-17,TT,44630888,528905,44075149,2022-10-17 15:22:50.793393,898699680,2022-10-16 00:00:00,110863,2193321457,1026673579,949467100,217180778,2869000,1439500,1294281,135219,https://www.icmr.gov.in/,2060,10,1841,74905,9327,2697,86929,1,5,21,27,11,9,0,,,1332900000,Goa,1540000
