,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,7708,7573,129,2021-12-24,TT,34772626,479133,34215977,2021-12-24 11:13:38.786251,669809816,2021-12-23 00:00:00,1165887,1403409203,834476349,568932854,589486,299107,290379,https://www.icmr.gov.in/,6650,374,7051,4747146,1424937,6172083,67,557,624,4,1,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.0,1340168.7142857143,16386.14285714286,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2076212,2060400,14486,2021-12-24,TT,34772626,479133,34215977,2021-12-24 11:13:38.786251,669809816,2021-12-23 00:00:00,1165887,1403409203,834476349,568932854,66941817,38915635,28026182,https://www.icmr.gov.in/,6650,374,7051,4747146,1424937,6172083,71469,158284,229753,135,164,3,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.0,1340168.7142857143,16386.14285714286,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,55328,55030,280,2021-12-24,TT,34772626,479133,34215977,2021-12-24 11:13:38.786251,669809816,2021-12-23 00:00:00,1165887,1403409203,834476349,568932854,1448403,803622,644781,https://www.icmr.gov.in/,6650,374,7051,4747146,1424937,6172083,308,1047,1355,4,7,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.0,1340168.7142857143,16386.14285714286,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,619932,611530,6153,2021-12-24,TT,34772626,479133,34215977,2021-12-24 11:13:38.786251,669809816,2021-12-23 00:00:00,1165887,1403409203,834476349,568932854,36722157,21688909,15033248,https://www.icmr.gov.in/,6650,374,7051,4747146,1424937,6172083,8138,148737,156875,113,132,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.0,1340168.7142857143,16386.14285714286,0,0,0,,,1332900000,Assam,34293000
4,Bihar,726405,714228,12094,2021-12-24,TT,34772626,479133,34215977,2021-12-24 11:13:38.786251,669809816,2021-12-23 00:00:00,1165887,1403409203,834476349,568932854,95512232,57028790,38483442,https://www.icmr.gov.in/,6650,374,7051,4747146,1424937,6172083,75433,322838,398271,9,13,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.0,1340168.7142857143,16386.14285714286,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,65742,64567,1078,2021-12-24,TT,34772626,479133,34215977,2021-12-24 11:13:38.786251,669809816,2021-12-23 00:00:00,1165887,1403409203,834476349,568932854,1665987,961939,704048,https://www.icmr.gov.in/,6650,374,7051,4747146,1424937,6172083,1108,3392,4500,11,13,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.0,1340168.7142857143,16386.14285714286,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1007517,993619,13596,2021-12-24,TT,34772626,479133,34215977,2021-12-24 11:13:38.786251,669809816,2021-12-23 00:00:00,1165887,1403409203,834476349,568932854,29144783,17509381,11635402,https://www.icmr.gov.in/,6650,374,7051,4747146,1424937,6172083,19820,91723,111543,38,28,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.0,1340168.7142857143,16386.14285714286,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,10691,10684,4,2021-12-24,TT,34772626,479133,34215977,2021-12-24 11:13:38.786251,669809816,2021-12-23 00:00:00,1165887,1403409203,834476349,568932854,1195999,693789,502210,https://www.icmr.gov.in/,6650,374,7051,4747146,1424937,6172083,619,3186,3805,0,2,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.0,1340168.7142857143,16386.14285714286,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1442633,1416846,25103,2021-12-24,TT,34772626,479133,34215977,2021-12-24 11:13:38.786251,669809816,2021-12-23 00:00:00,1165887,1403409203,834476349,568932854,25337792,14827643,10510149,https://www.icmr.gov.in/,6650,374,7051,4747146,1424937,6172083,41074,81821,122895,118,57,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.0,1340168.7142857143,16386.14285714286,0,0,0,,,1332900000,Delhi,19814000
9,Goa,179898,175951,3518,2021-12-24,TT,34772626,479133,34215977,2021-12-24 11:13:38.786251,669809816,2021-12-23 00:00:00,1165887,1403409203,834476349,568932854,2388101,1298110,1089991,https://www.icmr.gov.in/,6650,374,7051,4747146,1424937,6172083,399,1963,2362,54,17,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363448.0,1340168.7142857143,16386.14285714286,0,0,0,,,1332900000,Goa,1540000
