"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","637","439","265134","143","14249","279383","1063"
"Bageshwar","541","833","228265","120","6808","235073","652"
"Chamoli","919","1002","307454","243","13456","320910","1426"
"Champawat","904","798","285857","112","8744","294601","1003"
"Dehradun","8683","9081","2027278","1802","132164","2159442","3611"
"Haridwar","8963","11580","2349254","607","59075","2408329","3487"
"Nainital","1743","2043","601957","565","47102","649059","275"
"Pauri Garhwal","932","1208","434751","259","20597","455348","445"
"Pithoragarh","834","1663","248343","176","11456","259799","674"
"Rudraprayag","639","759","209675","159","9427","219102","1022"
"Tehri Garhwal","762","535","317288","108","17140","334428","737"
"US Nagar","2097","2838","1013206","395","43320","1056526","499"
"Uttarkashi","445","586","354177","70","13136","367313","276"
"Total","28099","33365","8642639","4759","396674","9039313","15170"
