,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10261,10089,129,2022-07-13,TT,43669850,525519,43011874,2022-07-13 12:21:20.682684,867769574,2022-07-12 00:00:00,880594,1990179793,1018381042,922151680,49647071,714717,343919,342161,28637,https://www.icmr.gov.in/,16906,45,15447,496151,589237,131916,1217304,5,32,109,146,8,9,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2324796,2308021,14733,2022-07-13,TT,43669850,525519,43011874,2022-07-13 12:21:20.682684,867769574,2022-07-12 00:00:00,880594,1990179793,1018381042,922151680,49647071,97462449,44636526,47512598,5313325,https://www.icmr.gov.in/,16906,45,15447,496151,589237,131916,1217304,256,1518,60469,62243,403,303,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,64747,64240,296,2022-07-13,TT,43669850,525519,43011874,2022-07-13 12:21:20.682684,867769574,2022-07-12 00:00:00,880594,1990179793,1018381042,922151680,49647071,1760016,937535,781808,40673,https://www.icmr.gov.in/,16906,45,15447,496151,589237,131916,1217304,417,320,196,933,35,8,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,727319,717143,7991,2022-07-13,TT,43669850,525519,43011874,2022-07-13 12:21:20.682684,867769574,2022-07-12 00:00:00,880594,1990179793,1018381042,922151680,49647071,46913036,24581858,21491346,839832,https://www.icmr.gov.in/,16906,45,15447,496151,589237,131916,1217304,1988,13682,30276,45946,434,107,0,,,1332900000,Assam,34293000
4,Bihar,836573,821963,12265,2022-07-13,TT,43669850,525519,43011874,2022-07-13 12:21:20.682684,867769574,2022-07-12 00:00:00,880594,1990179793,1018381042,922151680,49647071,138608998,71606834,62569914,4432250,https://www.icmr.gov.in/,16906,45,15447,496151,589237,131916,1217304,13210,32997,62529,108736,436,361,1,,,1332900000,Bihar,119520000
5,Chandigarh,94517,92959,1165,2022-07-13,TT,43669850,525519,43011874,2022-07-13 12:21:20.682684,867769574,2022-07-12 00:00:00,880594,1990179793,1018381042,922151680,49647071,2205408,1179897,970139,55372,https://www.icmr.gov.in/,16906,45,15447,496151,589237,131916,1217304,71,137,148,356,74,52,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1156904,1140959,14045,2022-07-13,TT,43669850,525519,43011874,2022-07-13 12:21:20.682684,867769574,2022-07-12 00:00:00,880594,1990179793,1018381042,922151680,49647071,40730833,20866585,19031847,832401,https://www.icmr.gov.in/,16906,45,15447,496151,589237,131916,1217304,4570,17554,10590,32714,385,162,1,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11501,11490,4,2022-07-13,TT,43669850,525519,43011874,2022-07-13 12:21:20.682684,867769574,2022-07-12 00:00:00,880594,1990179793,1018381042,922151680,49647071,1450125,777751,624269,48105,https://www.icmr.gov.in/,16906,45,15447,496151,589237,131916,1217304,10,37,103,150,1,3,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1941415,1913170,26285,2022-07-13,TT,43669850,525519,43011874,2022-07-13 12:21:20.682684,867769574,2022-07-12 00:00:00,880594,1990179793,1018381042,922151680,49647071,35305076,18142123,15331697,1831256,https://www.icmr.gov.in/,16906,45,15447,496151,589237,131916,1217304,2325,5936,16983,25244,400,381,1,,,1332900000,Delhi,19814000
9,Goa,250135,245460,3843,2022-07-13,TT,43669850,525519,43011874,2022-07-13 12:21:20.682684,867769574,2022-07-12 00:00:00,880594,1990179793,1018381042,922151680,49647071,2794103,1435797,1286013,72293,https://www.icmr.gov.in/,16906,45,15447,496151,589237,131916,1217304,33,182,223,438,109,102,0,,,1332900000,Goa,1540000
10,Gujarat,1239009,1223903,10950,2022-07-13,TT,43669850,525519,43011874,2022-07-13 12:21:20.682684,867769574,2022-07-12 00:00:00,880594,1990179793,1018381042,922151680,49647071,111973089,54190810,53455918,4326361,https://www.icmr.gov.in/,16906,45,15447,496151,589237,131916,1217304,3292,11085,31815,46192,577,633,2,,,1332900000,Gujarat,67936000
