"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","354","525","223387","10","12202","235589","421"
"Bageshwar","154","25","196987","0","5764","202751","476"
"Chamoli","475","330","272297","1","12244","284541","893"
"Champawat","575","266","225399","1","7605","233004","805"
"Dehradun","4170","3501","1797120","5","112392","1909512","2780"
"Haridwar","2360","1823","2027927","2","51506","2079433","1546"
"Nainital","1221","1203","517146","1","39239","556385","967"
"Pauri Garhwal","670","338","367238","1","17688","384926","862"
"Pithoragarh","156","53","206804","0","10263","217067","410"
"Rudraprayag","319","235","184587","0","8800","193387","696"
"Tehri Garhwal","231","188","290260","0","15836","306096","298"
"US Nagar","1014","475","874977","0","37876","912853","965"
"Uttarkashi","460","443","325652","0","12551","338203","782"
"Total","12159","9405","7509781","21","343966","7853747","11901"
