"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","0","7","222374","0","12191","234565","389"
"Bageshwar","135","146","196782","0","5764","202546","228"
"Chamoli","111","58","271399","0","12242","283641","640"
"Champawat","232","243","224648","0","7603","232251","480"
"Dehradun","2560","1529","1782058","0","112376","1894434","1470"
"Haridwar","456","1010","2021692","1","51503","2073195","254"
"Nainital","273","236","514751","2","39238","553989","238"
"Pauri Garhwal","130","101","365580","0","17686","383266","274"
"Pithoragarh","40","62","206442","0","10263","216705","335"
"Rudraprayag","97","128","183823","0","8800","192623","598"
"Tehri Garhwal","49","26","289839","0","15836","305675","144"
"US Nagar","385","620","873077","0","37876","910953","247"
"Uttarkashi","138","362","324475","0","12549","337024","494"
"Total","4606","4528","7476940","3","343927","7820867","5791"
