"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","41","41","66612","2","4562","71168","0"
"Bageshwar","31","33","36548","2","2098","38642","0"
"Chamoli","38","20","50360","0","3242","53600","0"
"Champawat","0","0","62812","0","1915","64724","0"
"Dehradun","696","562","388403","109","34553","422821","97"
"Haridwar","147","172","314930","10","13374","328274","29"
"Nainital","247","204","95284","11","11565","106779","37"
"Pauri Garhwal","113","134","100117","4","5318","105428","12"
"Pithoragarh","17","19","43439","0","2575","46002","8"
"Rudraprayag","27","14","28416","1","2720","31136","0"
"Tehri Garhwal","164","113","40648","2","2432","43073","12"
"US Nagar","521","103","143841","4","8897","152714","33"
"Uttarkashi","163","17","44542","3","1724","46264","14"
"Total","2205","1432","1415952","148","94975","1510625","242"
