"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","0","0","2060","18","7","0"
"East Jaintia Hills","2","0","0","2633","38","5","0"
"East Khasi Hills","3","16","0","47458","1076","128","44"
"Eastern West Khasi Hills","0","0","0","145","8","3","0"
"North Garo Hills","0","0","0","1892","9","6","0"
"Ri-Bhoi","6","11","0","10451","99","48","1"
"South Garo Hills","2","1","0","1359","13","14","0"
"South West Garo Hills","1","2","0","2132","21","27","0"
"South West Khasi Hills","0","0","0","2701","20","0","0"
"West Garo Hills","14","19","1","11170","82","299","14"
"West Jaintia Hills","1","3","0","7217","139","13","4"
"West Khasi Hills","1","1","0","5663","78","3","0"
"Total","30","53","1","94881","1601","553","63"
