"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","276","424","239690","9","12262","251952","1062"
"Bageshwar","263","605","215565","0","5774","221339","403"
"Chamoli","579","449","294273","1","12255","306528","852"
"Champawat","584","670","267429","1","7683","275112","705"
"Dehradun","2759","1305","1927040","71","113100","2040140","1714"
"Haridwar","5182","4829","2225191","12","51650","2276841","2019"
"Nainital","1479","1091","577816","18","39528","617344","860"
"Pauri Garhwal","1374","1003","414358","44","17828","432186","718"
"Pithoragarh","823","1188","234911","6","10317","245228","2216"
"Rudraprayag","428","143","202055","0","8806","210861","721"
"Tehri Garhwal","384","169","307260","4","15856","323116","559"
"US Nagar","2387","3110","969177","22","38028","1007205","671"
"Uttarkashi","495","353","344569","1","12566","357135","289"
"Total","17013","15339","8219334","189","345653","8564987","12789"
