"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16945","16666","15","264"
"2","Chengalpattu","174831","171759","527","2545"
"3","Chennai","560459","550484","1335","8640"
"4","Coimbatore","252425","248818","1110","2497"
"5","Cuddalore","64517","63579","64","874"
"6","Dharmapuri","28947","28597","71","279"
"7","Dindigul","33314","32622","40","652"
"8","Erode","107341","106056","578","707"
"9","Kallakurichi","31595","31369","16","210"
"10","Kancheepuram","75951","74512","174","1265"
"11","Kanyakumari","63015","61808","146","1061"
"12","Karur","24891","24369","158","364"
"13","Krishnagiri","44052","43569","126","357"
"14","Madurai","75635","74388","61","1186"
"15","Mayiladuthurai","23420","23081","20","319"
"16","Nagapattinam","21411","21014","37","360"
"17","Namakkal","54322","53368","438","516"
"18","Nilgiris","34377","33981","178","218"
"19","Perambalur","12127","11868","14","245"
"20","Pudukottai","30374","29925","28","421"
"21","Ramanathapuram","20661","20283","19","359"
"22","Ranipet","43657","42836","43","778"
"23","Salem","102183","100025","435","1723"
"24","Sivagangai","20480","20219","51","210"
"25","Tenkasi","27411","26910","15","486"
"26","Thanjavur","76353","75195","155","1003"
"27","Theni","43620","43090","8","522"
"28","Thirupathur","29447","28788","32","627"
"29","Thiruvallur","120647","118572","219","1856"
"30","Thiruvannamalai","55316","54575","68","673"
"31","Thiruvarur","41984","41471","51","462"
"32","Thoothukudi","56554","56115","27","412"
"33","Tirunelveli","49737","49252","51","434"
"34","Tiruppur","98189","96647","525","1017"
"35","Trichy","78770","77510","166","1094"
"36","Vellore","50391","49143","107","1141"
"37","Villupuram","46082","45688","36","358"
"38","Virudhunagar","46420","45857","14","549"
"39","Airport Surveillance 
(International)","1047","1032","14","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,40,411","26,96,553","7,172","36,686"
