"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20249","19965","17","267"
"2","Chengalpattu","252582","249490","432","2660"
"3","Chennai","790391","778939","2382","9070"
"4","Coimbatore","340352","337401","333","2618"
"5","Cuddalore","75819","74849","74","896"
"6","Dharmapuri","36822","36519","20","283"
"7","Dindigul","39021","38278","78","665"
"8","Erode","136258","135341","183","734"
"9","Kallakurichi","36935","36713","7","215"
"10","Kancheepuram","98088","96735","50","1303"
"11","Kanyakumari","89997","88692","219","1086"
"12","Karur","30253","29859","22","372"
"13","Krishnagiri","62244","61681","191","372"
"14","Madurai","93102","91790","76","1236"
"15","Mayiladuthurai","27391","26997","64","330"
"16","Nagapattinam","25991","25596","20","375"
"17","Namakkal","69734","69139","61","534"
"18","Nilgiris","42865","42589","50","226"
"19","Perambalur","14917","14628","40","249"
"20","Pudukottai","35246","34791","29","426"
"21","Ramanathapuram","25001","24620","13","368"
"22","Ranipet","56460","55612","61","787"
"23","Salem","131565","129645","156","1764"
"24","Sivagangai","25119","24853","47","219"
"25","Tenkasi","33911","33375","46","490"
"26","Thanjavur","93513","92422","50","1041"
"27","Theni","51845","51289","23","533"
"28","Thirupathur","36086","35447","6","633"
"29","Thiruvallur","153321","151285","94","1942"
"30","Thiruvannamalai","68339","67621","33","685"
"31","Thiruvarur","48970","48484","13","473"
"32","Thoothukudi","67235","66711","76","448"
"33","Tirunelveli","65984","65431","108","445"
"34","Tiruppur","132086","130934","99","1053"
"35","Trichy","98048","96772","115","1161"
"36","Vellore","58105","56901","41","1163"
"37","Villupuram","56287","55883","37","367"
"38","Virudhunagar","59461","58768","138","555"
"39","Airport Surveillance 
(International)","1395","1391","3","1"
"40","Airport Surveillance 
(Domestic)","1166","1165","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,82,582","35,39,029","5,507","38,046"
