District,Recovered,Deceased,Active
हमीरपरु,5950,102,56
बादा,11958.0,166.0,52.0
इटावा,15699.0,296.0,52.0
अयोध्या,18587.0,292.0,51.0
मजुफ्फरनगर,38231.0,277.0,50.0
फर्रखाबाद,11817.0,197.0,49.0
मर्रुा,25460.0,406.0,49.0
प्रतापगढ़,16612.0,163.0,48.0
बस्ती,12723.0,336.0,41.0
कौशाम्बी,4798.0,72.0,41.0
बागपत,10972.0,143.0,40.0
क्रिरोजाबाद,10481.0,136.0,37.0
गाजीपरु,23815.0,294.0,36.0
मरुादाबाद,46021.0,366.0,36.0
बलरामपरु,8067.0,139.0,34.0
सतं कबीर नगर,8792.0,101.0,32.0
शामली,16642.0,48.0,31.0
औरैय्या,10739.0,211.0,28.0
सभंल,10992.0,109.0,28.0
महोबा,4428.0,88.0,27.0
सहारनपरु,38287.0,426.0,27.0
बललया,22484.0,245.0,26.0
एटा,12043.0,100.0,26.0
चदंौली,17477.0,378.0,25.0
मनैपरुी,11415.0,189.0,25.0
मऊ,8903.0,85.0,20.0
लमर्ापरु,11922.0,122.0,20.0
हार्रस,3695.0,43.0,15.0
कासगजं,4855.0,55.0,14.0
चचत्रकट,7717.0,79.0,13.0
हापड़ु,15156.0,222.0,13.0
रामपरु,14586.0,153.0,11.0
