"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","0","0","2051","18","0","0"
"East Jaintia Hills","0","0","0","2627","38","0","0"
"East Khasi Hills","10","7","0","47232","1075","61","4"
"Eastern West Khasi Hills","0","0","0","142","8","1","0"
"North Garo Hills","0","0","0","1881","9","0","0"
"Ri-Bhoi","2","0","0","10364","99","11","1"
"South Garo Hills","0","0","0","1343","13","0","0"
"South West Garo Hills","1","0","0","2096","20","1","0"
"South West Khasi Hills","0","0","0","2701","20","0","0"
"West Garo Hills","2","9","0","10791","80","22","0"
"West Jaintia Hills","0","0","0","7195","139","2","0"
"West Khasi Hills","0","0","0","5655","76","0","0"
"Total","15","16","0","94078","1595","98","5"
