"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4852","4402","19","4","427"
"Bageshwar","2158","2052","4","0","102"
"Chamoli","3339","3204","8","3","124"
"Champawat","1987","1948","12","2","25"
"Dehradun","38562","37675","232","204","451"
"Haridwar","14007","13706","27","29","245"
"Nainital","13121","12863","172","31","55"
"Pauri Garhwal","5570","4514","10","20","1026"
"Pithoragarh","2722","2532","33","4","153"
"Rudraprayag","3037","2848","47","2","140"
"Tehri Garhwal","2602","2138","8","8","448"
"U.S. Nagar","9287","8923","19","6","339"
"Uttarkashi","1908","1701","15","6","186"
"Total","103152","98506","606","319","3721"
