"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","2","1","0","2040","16","9","0"
"East Jaintia Hills","2","0","0","2604","37","7","0"
"East Khasi Hills","3","7","1","47025","1073","32","20"
"Eastern West Khasi Hills","1","0","0","140","8","1","0"
"North Garo Hills","0","0","0","1876","9","20","0"
"Ri-Bhoi","8","1","0","10291","96","32","1"
"South Garo Hills","0","0","0","1336","12","2","1"
"South West Garo Hills","0","1","0","2086","20","5","0"
"South West Khasi Hills","3","6","0","2692","19","3","0"
"West Garo Hills","0","1","0","10689","79","10","0"
"West Jaintia Hills","4","3","0","7164","139","15","2"
"West Khasi Hills","2","1","0","5639","75","11","0"
"Total","25","21","1","93582","1583","147","24"
