,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,2021-10-31,ML,22,1,51,0,36,201,0,256.0,4.0,460.0,,7869.0,41935.0,East Garo Hills,0.0,0.0,1.0,,0,0,0,5.0,0.0,2.0,,482.0,1424.0,317618,,,,1867,13,1844,,47655,20648,2021-11-11T16:06:03.271382+05:30,3224000,,,,83627,1450,81746,,1103273,641816,0,0,0,0,0
1,1,1,1,2021-10-31,ML,22,1,51,0,36,201,0,256.0,4.0,460.0,,7869.0,41935.0,East Jaintia Hills,0.0,0.0,0.0,,0,0,0,2.0,0.0,3.0,,483.0,2964.0,122436,,,,2430,31,2395,,64432,33259,2021-11-11T16:06:03.271382+05:30,3224000,,,,83627,1450,81746,,1103273,641816,0,0,0,0,0
2,2,2,2,2021-10-31,ML,22,1,51,0,36,201,0,256.0,4.0,460.0,,7869.0,41935.0,East Khasi Hills,14.0,1.0,18.0,,0,17,0,171.0,2.0,286.0,,1847.0,10698.0,824059,,,,41025,987,39754,,318381,225526,2021-11-11T16:06:03.271382+05:30,3224000,,,,83627,1450,81746,,1103273,641816,0,0,0,0,0
3,3,3,3,2021-10-31,ML,22,1,51,0,36,201,0,256.0,4.0,460.0,,7869.0,41935.0,North Garo Hills,1.0,0.0,0.0,,0,0,0,3.0,0.0,2.0,,596.0,3614.0,118325,,,,1685,8,1674,,62675,28288,2021-11-11T16:06:03.271382+05:30,3224000,,,,83627,1450,81746,,1103273,641816,0,0,0,0,0
4,4,4,4,2021-10-31,ML,22,1,51,0,36,201,0,256.0,4.0,460.0,,7869.0,41935.0,Ri-Bhoi,,,,,0,0,0,,,,,,,0,,,,9697,89,9584,,0,0,2021-11-11T16:06:03.271382+05:30,3224000,,,,83627,1450,81746,,1103273,641816,0,0,0,0,0
5,5,5,5,2021-10-31,ML,22,1,51,0,36,201,0,256.0,4.0,460.0,,7869.0,41935.0,South Garo Hills,0.0,0.0,0.0,,13,67,0,0.0,0.0,1.0,,329.0,1346.0,142574,,,,1216,12,1203,,40103,18937,2021-11-11T16:06:03.271382+05:30,3224000,,,,83627,1450,81746,,1103273,641816,0,0,0,0,0
6,6,6,6,2021-10-31,ML,22,1,51,0,36,201,0,256.0,4.0,460.0,,7869.0,41935.0,South West Garo Hills,0.0,0.0,1.0,,0,0,0,3.0,0.0,3.0,,924.0,4509.0,172495,,,,1872,17,1852,,73397,39210,2021-11-11T16:06:03.271382+05:30,3224000,,,,83627,1450,81746,,1103273,641816,0,0,0,0,0
7,7,7,7,2021-10-31,ML,22,1,51,0,36,201,0,256.0,4.0,460.0,,7869.0,41935.0,South West Khasi Hills,0.0,0.0,0.0,,0,0,0,6.0,0.0,1.0,,61.0,552.0,110152,,,,2548,17,2525,,33372,17117,2021-11-11T16:06:03.271382+05:30,3224000,,,,83627,1450,81746,,1103273,641816,0,0,0,0,0
8,8,8,8,2021-10-31,ML,22,1,51,0,36,201,0,256.0,4.0,460.0,,7869.0,41935.0,West Garo Hills,3.0,0.0,1.0,,7,32,0,8.0,0.0,11.0,,1409.0,8093.0,642923,,,,9027,72,8943,,209662,119725,2021-11-11T16:06:03.271382+05:30,3224000,,,,83627,1450,81746,,1103273,641816,0,0,0,0,0
9,9,9,9,2021-10-31,ML,22,1,51,0,36,201,0,256.0,4.0,460.0,,7869.0,41935.0,West Jaintia Hills,1.0,0.0,0.0,,0,0,0,11.0,2.0,31.0,,411.0,3480.0,270352,,,,6803,133,6642,,84529,47646,2021-11-11T16:06:03.271382+05:30,3224000,,,,83627,1450,81746,,1103273,641816,0,0,0,0,0
10,10,10,10,2021-10-31,ML,22,1,51,0,36,201,0,256.0,4.0,460.0,,7869.0,41935.0,West Khasi Hills,2.0,0.0,27.0,,1,20,0,33.0,0.0,97.0,,443.0,1763.0,385601,,,,5457,71,5330,,77018,43000,2021-11-11T16:06:03.271382+05:30,3224000,,,,83627,1450,81746,,1103273,641816,0,0,0,0,0
