,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,2021-10-31,MP,16,0,8,0,5924,79556,0,105.0,1.0,74.0,,148753.0,2033987.0,Agar Malwa,,,,,12,107,0,,,,,965.0,16911.0,0,,,,,,,,424846,128822,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49911829,20837112,0,0,0,0,0
1,1,1,1,2021-10-31,MP,16,0,8,0,5924,79556,0,105.0,1.0,74.0,,148753.0,2033987.0,Alirajpur,,,,,10,40,0,,,,,921.0,8076.0,728677,,,,,,,,369571,114601,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49911829,20837112,0,0,0,0,0
2,2,2,2,2021-10-31,MP,16,0,8,0,5924,79556,0,105.0,1.0,74.0,,148753.0,2033987.0,Anuppur,,,,,73,1328,0,,,,,995.0,18360.0,749521,,,,,,,,481238,164712,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49911829,20837112,0,0,0,0,0
3,3,3,3,2021-10-31,MP,16,0,8,0,5924,79556,0,105.0,1.0,74.0,,148753.0,2033987.0,Ashoknagar,,,,,10,131,0,,,,,1258.0,17334.0,844979,,,,,,,,550087,186066,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49911829,20837112,0,0,0,0,0
4,4,4,4,2021-10-31,MP,16,0,8,0,5924,79556,0,105.0,1.0,74.0,,148753.0,2033987.0,Balaghat,,,,,25,342,0,,,,,15838.0,71692.0,1701156,,,,,,,,1278183,549643,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49911829,20837112,0,0,0,0,0
5,5,5,5,2021-10-31,MP,16,0,8,0,5924,79556,0,105.0,1.0,74.0,,148753.0,2033987.0,Barwani,,,,,76,542,0,,,,,1615.0,16619.0,1385659,,,,,,,,788872,225336,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49911829,20837112,0,0,0,0,0
6,6,6,6,2021-10-31,MP,16,0,8,0,5924,79556,0,105.0,1.0,74.0,,148753.0,2033987.0,Betul,,,,,22,547,0,,,,,2361.0,31953.0,1575247,,,,,,,,1042931,343674,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49911829,20837112,0,0,0,0,0
7,7,7,7,2021-10-31,MP,16,0,8,0,5924,79556,0,105.0,1.0,74.0,,148753.0,2033987.0,Bhind,,,,,29,1176,0,,,,,1525.0,30042.0,1703562,,,,,,,,1034374,351065,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49911829,20837112,0,0,0,0,0
8,8,8,8,2021-10-31,MP,16,0,8,0,5924,79556,0,105.0,1.0,74.0,,148753.0,2033987.0,Bhopal,,,,,66,646,0,,,,,4130.0,38750.0,2368145,,,,,,,,2012966,1168682,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49911829,20837112,0,0,0,0,0
9,9,9,9,2021-10-31,MP,16,0,8,0,5924,79556,0,105.0,1.0,74.0,,148753.0,2033987.0,Burhanpur,,,,,49,138,0,,,,,762.0,6561.0,756993,,,,,,,,493618,220909,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49911829,20837112,0,0,0,0,0
10,10,10,10,2021-10-31,MP,16,0,8,0,5924,79556,0,105.0,1.0,74.0,,148753.0,2033987.0,Chhatarpur,,,,,56,1310,0,,,,,3103.0,27937.0,1762857,,,,,,,,1093616,336309,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49911829,20837112,0,0,0,0,0
11,11,11,11,2021-10-31,MP,16,0,8,0,5924,79556,0,105.0,1.0,74.0,,148753.0,2033987.0,Chhindwara,,,,,18,261,0,,,,,4654.0,93453.0,2090306,,,,,,,,1624355,591843,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49911829,20837112,0,0,0,0,0
12,12,12,12,2021-10-31,MP,16,0,8,0,5924,79556,0,105.0,1.0,74.0,,148753.0,2033987.0,Damoh,,,,,39,982,0,,,,,4298.0,52314.0,1263703,,,,,,,,844557,326505,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49911829,20837112,0,0,0,0,0
