,Unnamed: 0,Unnamed: 0.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Ahmednagar,138,2,11,,535.0,661.0,0,0,866.0,26.0,728.0,,44180.0,28319.0,0,4543083,,,,339457,7043,330122,,2468837,881402,0,1,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,1.0
1,1,1,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Akola,0,0,1,,576.0,200.0,0,0,3.0,0.0,7.0,,26579.0,10081.0,0,1818617,,,,58764,1425,57318,,760099,357931,0,4,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,4.0
2,2,2,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Amravati,1,0,0,,112.0,66.0,0,0,3.0,0.0,0.0,,29961.0,21747.0,0,2887826,,,,96231,1594,94618,,1241168,548807,0,2,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,2.0
3,3,3,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Aurangabad,27,0,0,,759.0,246.0,0,0,156.0,1.0,157.0,,46323.0,34109.0,0,3695928,,,,155331,4251,150615,,1772420,723304,0,14,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,14.0
4,4,4,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Beed,12,0,7,,411.0,473.0,0,0,69.0,5.0,35.0,,34333.0,24584.0,0,2585962,,,,103749,2806,100803,,1145382,485615,0,7,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,7.0
5,5,5,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Bhandara,0,0,0,,7.0,13.0,0,0,0.0,0.0,1.0,,5080.0,16415.0,0,1198810,,,,60080,1123,58945,,825867,421585,0,10,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,10.0
6,6,6,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Buldhana,3,0,1,,402.0,153.0,0,0,16.0,1.0,16.0,,34272.0,24089.0,0,2588039,,,,85520,797,84710,,1136679,512944,0,6,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,6.0
7,7,7,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Chandrapur,2,0,0,,54.0,24.0,0,0,7.0,0.0,0.0,,22248.0,18994.0,0,2194262,,,,88968,1560,87387,,1335017,458690,0,4,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,4.0
8,8,8,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Dhule,0,0,0,,121.0,230.0,0,0,5.0,0.0,4.0,,23261.0,19364.0,0,2048781,,,,46172,654,45501,,1007007,476051,0,11,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,11.0
9,9,9,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Gadchiroli,0,0,0,,424.0,255.0,0,0,2.0,0.0,5.0,,14790.0,10994.0,0,1071795,,,,30440,669,29735,,540319,231208,0,33,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,33.0
