,Unnamed: 0,Unnamed: 0.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
10,10,10,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Gondia,0,0,0,,32.0,45.0,0,0,2.0,0.0,3.0,,8593.0,23092.0,0,1322331,,,,40519,569,39941,,888961,469980,0,7,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,7.0
11,11,11,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Hingoli,0,0,0,,459.0,166.0,0,0,0.0,0.0,3.0,,42054.0,16145.0,0,1178973,,,,18475,506,17949,,537442,201000,0,1,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,1.0
12,12,12,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Jalgaon,0,0,2,,6.0,19.0,0,0,4.0,0.0,11.0,,37870.0,21599.0,0,4224442,,,,139934,2714,137178,,2085101,699544,0,32,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,32.0
13,13,13,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Jalna,0,0,0,,121.0,16.0,0,0,15.0,0.0,47.0,,112537.0,35713.0,0,1958483,,,,60615,1209,59382,,1081253,413822,0,1,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,1.0
14,14,14,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Kolhapur,12,0,5,,152.0,337.0,0,0,55.0,2.0,115.0,,19104.0,23088.0,0,3874015,,,,206671,5847,200699,,2536731,1043329,0,5,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,5.0
15,15,15,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Latur,5,1,0,,4676.0,1424.0,0,0,39.0,3.0,0.0,,82644.0,33519.0,0,2455543,,,,92133,2437,89608,,1182476,507616,0,6,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,6.0
16,16,16,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Mumbai,308,3,429,,2725.0,2540.0,0,0,2242.0,34.0,2604.0,,98915.0,219736.0,0,12442373,,,,756749,16247,733318,,9115615,5564204,0,2512,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,2512.0
17,17,17,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Nagpur,4,0,5,,3039.0,3360.0,0,0,35.0,0.0,43.0,,58567.0,71818.0,0,4653171,,,,493607,9128,484334,,3006439,1460890,0,71,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,71.0
18,18,18,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Nanded,2,0,3,,8820.0,2618.0,0,0,28.0,0.0,22.0,,144423.0,41697.0,0,3356566,,,,90409,2658,87721,,1560558,560812,0,6,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,6.0
19,19,19,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Nandurbar,0,0,0,,738.0,178.0,0,0,2.0,0.0,1.0,,19572.0,12517.0,0,1646177,,,,40006,948,39054,,723850,342054,0,3,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,3.0
20,20,20,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Nashik,60,3,32,,2116.0,473.0,0,0,456.0,12.0,519.0,,143768.0,58112.0,0,6109052,,,,410681,8679,401418,,3471046,1299122,0,1,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,1.0
21,21,21,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Osmanabad,16,0,3,,5549.0,1039.0,0,0,89.0,1.0,154.0,,44954.0,11658.0,0,1660311,,,,67828,1963,65577,,803192,308210,0,114,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,114.0
22,22,22,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Other State,0,0,0,,,,0,0,0.0,0.0,0.0,,,,0,0,,,,144,111,31,,0,0,0,2,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,2.0
23,23,23,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Palghar,28,0,6,,863.0,1749.0,0,0,204.0,0.0,326.0,,32112.0,39231.0,0,2990116,,,,138013,3282,134309,,1869199,678741,0,14,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,14.0
24,24,24,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Parbhani,0,0,1,,4016.0,1361.0,0,0,13.0,1.0,9.0,,44477.0,20480.0,0,1835982,,,,52362,1233,51078,,905874,378183,0,19,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,19.0
25,25,25,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Pune,245,0,300,,2900.0,4885.0,0,0,1536.0,20.0,5294.0,,85256.0,136336.0,0,9426959,,,,1154776,19594,1131401,,7843130,4264808,0,349,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,349.0
26,26,26,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Raigad,26,0,34,,326.0,1214.0,0,0,267.0,10.0,359.0,,21737.0,31684.0,0,2635394,,,,195958,4551,190759,,1859507,774913,0,7,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,7.0
27,27,27,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Ratnagiri,8,0,14,,83.0,224.0,0,0,91.0,4.0,160.0,,10880.0,7924.0,0,1612672,,,,78950,2478,76292,,920151,388703,0,5,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,5.0
28,28,28,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Sangli,19,0,0,,128.0,120.0,0,0,155.0,4.0,375.0,,11974.0,19041.0,0,2820575,,,,209771,5613,203673,,1810980,802877,0,9,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,9.0
29,29,29,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Satara,35,1,4,,225.0,298.0,0,0,157.0,17.0,501.0,,16690.0,30950.0,0,3003922,,,,250414,6428,243482,,1963730,865197,0,31,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,31.0
30,30,30,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Sindhudurg,12,0,6,,-1.0,1.0,0,0,91.0,4.0,259.0,,3915.0,5195.0,0,848868,,,,52783,1434,50987,,524896,279051,0,15,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,15.0
31,31,31,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Solapur,51,4,7,,5956.0,1381.0,0,0,253.0,11.0,370.0,,77398.0,34204.0,0,4315527,,,,210466,5551,204364,,2242339,690069,0,110,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,110.0
32,32,32,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Thane,153,6,525,,3664.0,5578.0,0,0,1241.0,44.0,3002.0,,108643.0,120708.0,0,11060148,,,,610128,11462,597141,,5484839,2751182,0,35,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,35.0
33,33,33,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Wardha,2,0,2,,18.0,65.0,0,0,5.0,0.0,4.0,,16481.0,14040.0,0,1296157,,,,57344,1217,55956,,755863,314899,0,165,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,165.0
34,34,34,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Washim,1,0,0,,1016.0,516.0,0,0,4.0,0.0,5.0,,30932.0,19238.0,0,1196714,,,,41663,637,41020,,579042,321710,0,3,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,3.0
35,35,35,2021-10-31,MH,1172,20,1399,108040,53616,32625,0,0,8117.0,200.0,15146.0,773516.0,1610756.0,1282512.0,0.0,Yavatmal,2,0,1,,2588.0,697.0,0,0,6.0,0.0,7.0,,56233.0,26091.0,0,2775457,,,,75967,1798,74159,,1211321,496306,0,4,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6611078,140216,6450585,62667211,67196330,30974759,0,3619,3619.0,4.0
