,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,2021-10-31,KL,-7427,-358,-7166,65158.0,2045,12063,0,38732.0,2564.0,34801.0,506604.0,109808.0,792532.0,Alappuzha,-285,-35,-374,,65,502,0,1480.0,192.0,1697.0,,5337.0,51712.0,2121943,,,,315605,1826,312686,,1518055,855411,2021-11-11 10:25:27.577980,35125000,2021-11-11 10:25:27.578771,,,4954063,31156,4843576,37886378,25306499,13658337,0,0,0,0,0
1,1,1,1,2021-10-31,KL,-7427,-358,-7166,65158.0,2045,12063,0,38732.0,2564.0,34801.0,506604.0,109808.0,792532.0,Ernakulam,-862,-236,-1323,,573,1977,0,5739.0,495.0,6298.0,,13018.0,91762.0,3279860,,,,600892,3308,581601,,2953482,1759232,2021-11-11 10:25:27.577980,35125000,2021-11-11 10:25:27.578771,,,4954063,31156,4843576,37886378,25306499,13658337,0,0,0,0,0
2,2,2,2,2021-10-31,KL,-7427,-358,-7166,65158.0,2045,12063,0,38732.0,2564.0,34801.0,506604.0,109808.0,792532.0,Idukki,-280,0,-436,,26,208,0,2046.0,70.0,1235.0,,2211.0,27218.0,1107453,,,,146288,518,139661,,859116,481911,2021-11-11 10:25:27.577980,35125000,2021-11-11 10:25:27.578771,,,4954063,31156,4843576,37886378,25306499,13658337,0,0,0,0,0
3,3,3,3,2021-10-31,KL,-7427,-358,-7166,65158.0,2045,12063,0,38732.0,2564.0,34801.0,506604.0,109808.0,792532.0,Kannur,-349,-12,-457,,38,325,0,1958.0,289.0,2235.0,,7636.0,71089.0,2525637,,,,274611,2313,268567,,1891004,959656,2021-11-11 10:25:27.577980,35125000,2021-11-11 10:25:27.578771,,,4954063,31156,4843576,37886378,25306499,13658337,0,0,0,0,0
4,4,4,4,2021-10-31,KL,-7427,-358,-7166,65158.0,2045,12063,0,38732.0,2564.0,34801.0,506604.0,109808.0,792532.0,Kasaragod,-119,-3,-186,,389,1861,0,798.0,28.0,749.0,,4942.0,24290.0,1302600,,,,138559,614,134491,,910194,521754,2021-11-11 10:25:27.577980,35125000,2021-11-11 10:25:27.578771,,,4954063,31156,4843576,37886378,25306499,13658337,0,0,0,0,0
5,5,5,5,2021-10-31,KL,-7427,-358,-7166,65158.0,2045,12063,0,38732.0,2564.0,34801.0,506604.0,109808.0,792532.0,Kollam,-627,-9,-1311,,13,215,0,3534.0,152.0,4124.0,,7368.0,62100.0,2629703,,,,389653,2442,381764,,1951077,1047951,2021-11-11 10:25:27.577980,35125000,2021-11-11 10:25:27.578771,,,4954063,31156,4843576,37886378,25306499,13658337,0,0,0,0,0
6,6,6,6,2021-10-31,KL,-7427,-358,-7166,65158.0,2045,12063,0,38732.0,2564.0,34801.0,506604.0,109808.0,792532.0,Kottayam,-562,-9,-61,,11,125,0,3119.0,87.0,1395.0,,5298.0,58083.0,1979384,,,,321416,1342,315543,,1477425,841596,2021-11-11 10:25:27.577980,35125000,2021-11-11 10:25:27.578771,,,4954063,31156,4843576,37886378,25306499,13658337,0,0,0,0,0
7,7,7,7,2021-10-31,KL,-7427,-358,-7166,65158.0,2045,12063,0,38732.0,2564.0,34801.0,506604.0,109808.0,792532.0,Kozhikode,-997,-3,-570,,55,449,0,3647.0,487.0,3729.0,,11449.0,57479.0,3089543,,,,525607,3348,517700,,2341296,1154561,2021-11-11 10:25:27.577980,35125000,2021-11-11 10:25:27.578771,,,4954063,31156,4843576,37886378,25306499,13658337,0,0,0,0,0
8,8,8,8,2021-10-31,KL,-7427,-358,-7166,65158.0,2045,12063,0,38732.0,2564.0,34801.0,506604.0,109808.0,792532.0,Malappuram,-394,-9,-503,,152,523,0,1906.0,51.0,1866.0,,20840.0,52896.0,4110956,,,,566856,2519,561048,,2833303,1103557,2021-11-11 10:25:27.577980,35125000,2021-11-11 10:25:27.578771,,,4954063,31156,4843576,37886378,25306499,13658337,0,0,0,0,0
9,9,9,9,2021-10-31,KL,-7427,-358,-7166,65158.0,2045,12063,0,38732.0,2564.0,34801.0,506604.0,109808.0,792532.0,Palakkad,-382,-5,-480,,37,397,0,1839.0,154.0,1641.0,,8712.0,57261.0,2810892,,,,373118,2860,363448,,1989222,950909,2021-11-11 10:25:27.577980,35125000,2021-11-11 10:25:27.578771,,,4954063,31156,4843576,37886378,25306499,13658337,0,0,0,0,0
