,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,2021-10-31,AP,,,,,,,,,,,,,,,,
1,2021-10-31,AP,Anantapur,,,,157843,1093,156699,,,,,,2063555.0,14373.0,2044827.0,
2,2021-10-31,AP,Chittoor,,,,246935,1947,244144,,,,,,2063555.0,14373.0,2044827.0,
3,2021-10-31,AP,East Godavari,,,,293836,1290,291610,,,,,,2063555.0,14373.0,2044827.0,
4,2021-10-31,AP,Guntur,,,,178068,1237,176629,,,,,,2063555.0,14373.0,2044827.0,
5,2021-10-31,AP,Y.S.R. Kadapa,,,,115623,644,114904,,,,,,2063555.0,14373.0,2044827.0,
6,2021-10-31,AP,Krishna,,,,119348,1430,117130,,,,,,2063555.0,14373.0,2044827.0,
7,2021-10-31,AP,Kurnool,,,,124142,853,123264,,,,,,2063555.0,14373.0,2044827.0,
8,2021-10-31,AP,S.P.S. Nellore,,,,146388,1053,144919,,,,,,2063555.0,14373.0,2044827.0,
9,2021-10-31,AP,Prakasam,,,,138482,1124,136989,,,,,,2063555.0,14373.0,2044827.0,
10,2021-10-31,AP,Srikakulam,,,,123109,786,122136,,,,,,2063555.0,14373.0,2044827.0,
11,2021-10-31,AP,Visakhapatnam,,,,157737,1127,156492,,,,,,2063555.0,14373.0,2044827.0,
12,2021-10-31,AP,Vizianagaram,,,,82967,672,82231,,,,,,2063555.0,14373.0,2044827.0,
