,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,2021-10-31,MH,Mumbai,,,,257497,10293,227690,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
1,2021-10-31,MH,Thane,,,,223197,5337,199922,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
2,2021-10-31,MH,Palghar,,,,42974,951,38976,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
3,2021-10-31,MH,Raigad,,,,59569,1401,54140,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
4,2021-10-31,MH,Ratnagiri,,,,10003,376,8285,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
5,2021-10-31,MH,Sindhudurg,,,,5023,133,4266,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
6,2021-10-31,MH,Pune,,,,333962,6678,302580,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
7,2021-10-31,MH,Satara,,,,47532,1407,41736,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
8,2021-10-31,MH,Sangli,,,,46828,1532,42454,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
9,2021-10-31,MH,Kolhapur,,,,47228,1608,44483,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
10,2021-10-31,MH,Solapur,,,,44013,1441,39281,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
11,2021-10-31,MH,Nashik,,,,94474,1541,87819,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
12,2021-10-31,MH,Ahmednagar,,,,56116,853,49792,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
13,2021-10-31,MH,Jalgaon,,,,53560,1347,50075,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
14,2021-10-31,MH,Nandurbar,,,,6393,141,5765,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
15,2021-10-31,MH,Dhule,,,,14204,340,13587,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
16,2021-10-31,MH,Aurangabad,,,,41805,978,39715,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
17,2021-10-31,MH,Jalna,,,,10438,284,9612,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
18,2021-10-31,MH,Beed,,,,13888,415,12389,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
19,2021-10-31,MH,Latur,,,,20739,610,18097,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
20,2021-10-31,MH,Parbhani,,,,6647,238,5751,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
21,2021-10-31,MH,Hingoli,,,,3641,74,3052,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
22,2021-10-31,MH,Nanded,,,,19214,522,16747,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
23,2021-10-31,MH,Osmanabad,,,,15334,496,13666,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
24,2021-10-31,MH,Amravati,,,,17010,349,15855,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
25,2021-10-31,MH,Akola,,,,8581,280,7682,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
26,2021-10-31,MH,Washim,,,,5754,136,5411,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
27,2021-10-31,MH,Buldhana,,,,10527,168,8318,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
28,2021-10-31,MH,Yavatmal,,,,10895,316,9956,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
29,2021-10-31,MH,Nagpur,,,,102176,2731,94311,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
30,2021-10-31,MH,Wardha,,,,6607,204,5871,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
31,2021-10-31,MH,Bhandara,,,,8911,193,7529,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
32,2021-10-31,MH,Gondia,,,,9872,112,8967,,2021-11-01T02:08:11.598575+05:30,,,,1654612,43485,1493780,
