,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,2021-10-31,TG,,,,0,39624,27664,0,1189.0,9.0,1121.0,,1071769.0,960995.0,Adilabad,,,,,165,138,0,,,,,,,708952,,,,,,,,376263,89337,2021-11-03 09:46:07.874821,37220000,,,,671463,3956,663498,,22497488,9771881,0,0,0,0,0
1,1,1,1,2021-10-31,TG,,,,0,39624,27664,0,1189.0,9.0,1121.0,,1071769.0,960995.0,Bhadradri Kothagudem,,,,,1570,1314,0,,,,,,,1304811,,,,,,,,599183,204318,2021-11-03 09:46:07.874821,37220000,,,,671463,3956,663498,,22497488,9771881,0,0,0,0,0
2,2,2,2,2021-10-31,TG,121.0,1.0,183.0,0,39624,27664,0,1189.0,9.0,1121.0,,1071769.0,960995.0,Foreign Evacuees,,,,,0,0,0,,,,,,,0,,,,,,,,0,0,2021-11-03 09:46:07.874821,37220000,,,,671463,3956,663498,,22497488,9771881,0,0,0,0,0
3,3,3,3,2021-10-31,TG,,,,0,39624,27664,0,1189.0,9.0,1121.0,,1071769.0,960995.0,Hyderabad,,,,,3334,5427,0,,,,,,,3441992,,,,,,,,3150245,1893217,2021-11-03 09:46:07.874821,37220000,,,,671463,3956,663498,,22497488,9771881,0,0,0,0,0
4,4,4,4,2021-10-31,TG,,,,0,39624,27664,0,1189.0,9.0,1121.0,,1071769.0,960995.0,Jagtial,,,,,0,0,0,,,,,,,983414,,,,,,,,580926,190526,2021-11-03 09:46:07.874821,37220000,,,,671463,3956,663498,,22497488,9771881,0,0,0,0,0
5,5,5,5,2021-10-31,TG,,,,0,39624,27664,0,1189.0,9.0,1121.0,,1071769.0,960995.0,Jangaon,,,,,2637,363,0,,,,,,,582457,,,,,,,,327527,128207,2021-11-03 09:46:07.874821,37220000,,,,671463,3956,663498,,22497488,9771881,0,0,0,0,0
6,6,6,6,2021-10-31,TG,,,,0,39624,27664,0,1189.0,9.0,1121.0,,1071769.0,960995.0,Jayashankar Bhupalapally,,,,,125,262,0,,,,,,,712257,,,,,,,,262313,127108,2021-11-03 09:46:07.874821,37220000,,,,671463,3956,663498,,22497488,9771881,0,0,0,0,0
7,7,7,7,2021-10-31,TG,,,,0,39624,27664,0,1189.0,9.0,1121.0,,1071769.0,960995.0,Jogulamba Gadwal,,,,,496,253,0,,,,,,,664971,,,,,,,,306919,59886,2021-11-03 09:46:07.874821,37220000,,,,671463,3956,663498,,22497488,9771881,0,0,0,0,0
8,8,8,8,2021-10-31,TG,,,,0,39624,27664,0,1189.0,9.0,1121.0,,1071769.0,960995.0,Kamareddy,,,,,320,78,0,,,,,,,972625,,,,,,,,557684,183176,2021-11-03 09:46:07.874821,37220000,,,,671463,3956,663498,,22497488,9771881,0,0,0,0,0
9,9,9,9,2021-10-31,TG,,,,0,39624,27664,0,1189.0,9.0,1121.0,,1071769.0,960995.0,Karimnagar,,,,,65,486,0,,,,,,,1016063,,,,,,,,657167,384862,2021-11-03 09:46:07.874821,37220000,,,,671463,3956,663498,,22497488,9771881,0,0,0,0,0
