Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2021-12-15,MH,Ahmednagar,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,342865,7141,11,335334,,2022-01-22 00:35:11.137319,2022-01-22 00:35:11.138327,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6646061,141298,6494617,3679,67182510
2021-12-15,MH,Akola,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,58802,1428,4,57365,,2022-01-22 00:35:11.137319,2022-01-22 00:35:11.138327,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6646061,141298,6494617,3679,67182510
2021-12-15,MH,Amravati,,,2 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,96300,1598,2,94683,,2022-01-22 00:35:11.137319,2022-01-22 00:35:11.138327,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6646061,141298,6494617,3679,67182510
2021-12-15,MH,Aurangabad,,,14 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,155984,4264,14,151658,,2022-01-22 00:35:11.137319,2022-01-22 00:35:11.138327,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6646061,141298,6494617,3679,67182510
2021-12-15,MH,Beed,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,104109,2837,7,101199,,2022-01-22 00:35:11.137319,2022-01-22 00:35:11.138327,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6646061,141298,6494617,3679,67182510
2021-12-15,MH,Bhandara,,,10 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,59995,1123,10,58861,,2022-01-22 00:35:11.137319,2022-01-22 00:35:11.138327,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6646061,141298,6494617,3679,67182510
2021-12-15,MH,Buldhana,,,6 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,85633,805,6,84814,,2022-01-22 00:35:11.137319,2022-01-22 00:35:11.138327,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6646061,141298,6494617,3679,67182510
2021-12-15,MH,Chandrapur,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,89034,1564,4,87451,,2022-01-22 00:35:11.137319,2022-01-22 00:35:11.138327,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6646061,141298,6494617,3679,67182510
2021-12-15,MH,Dhule,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,46162,655,11,45495,,2022-01-22 00:35:11.137319,2022-01-22 00:35:11.138327,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6646061,141298,6494617,3679,67182510
2021-12-15,MH,Gadchiroli,,,33 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,30469,669,33,29756,,2022-01-22 00:35:11.137319,2022-01-22 00:35:11.138327,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6646061,141298,6494617,3679,67182510
2021-12-15,MH,Gondia,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,40515,569,7,39938,,2022-01-22 00:35:11.137319,2022-01-22 00:35:11.138327,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6646061,141298,6494617,3679,67182510
