,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,7698,7564,129,2021-12-15,TT,34710628,476135,34146931,2021-12-15 10:35:23.317854,658847816,2021-12-14 00:00:00,1184883,1346406033,821007374,525398659,578356,298323,280033,https://www.icmr.gov.in/,6984,247,8168,5404906,2034581,7439487,108,1428,1536,0,2,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.4285714286,16386.14285714286,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2075108,2058817,14468,2021-12-15,TT,34710628,476135,34146931,2021-12-15 10:35:23.317854,658847816,2021-12-14 00:00:00,1184883,1346406033,821007374,525398659,65117305,38160428,26956877,https://www.icmr.gov.in/,6984,247,8168,5404906,2034581,7439487,218478,136487,354965,132,186,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.4285714286,16386.14285714286,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,55314,55000,280,2021-12-15,TT,34710628,476135,34146931,2021-12-15 10:35:23.317854,658847816,2021-12-14 00:00:00,1184883,1346406033,821007374,525398659,1435550,801151,634399,https://www.icmr.gov.in/,6984,247,8168,5404906,2034581,7439487,460,1545,2005,1,2,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.4285714286,16386.14285714286,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,618857,610253,6135,2021-12-15,TT,34710628,476135,34146931,2021-12-15 10:35:23.317854,658847816,2021-12-14 00:00:00,1184883,1346406033,821007374,525398659,35604426,21620491,13983935,https://www.icmr.gov.in/,6984,247,8168,5404906,2034581,7439487,9586,130870,140456,141,110,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.4285714286,16386.14285714286,0,0,0,,,1332900000,Assam,34293000
4,Bihar,726341,714157,12091,2021-12-15,TT,34710628,476135,34146931,2021-12-15 10:35:23.317854,658847816,2021-12-14 00:00:00,1184883,1346406033,821007374,525398659,90940889,56204639,34736250,https://www.icmr.gov.in/,6984,247,8168,5404906,2034581,7439487,160668,790911,951579,16,8,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.4285714286,16386.14285714286,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,65651,64501,1076,2021-12-15,TT,34710628,476135,34146931,2021-12-15 10:35:23.317854,658847816,2021-12-14 00:00:00,1184883,1346406033,821007374,525398659,1636522,955519,681003,https://www.icmr.gov.in/,6984,247,8168,5404906,2034581,7439487,849,3067,3916,6,3,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.4285714286,16386.14285714286,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1007264,993307,13594,2021-12-15,TT,34710628,476135,34146931,2021-12-15 10:35:23.317854,658847816,2021-12-14 00:00:00,1184883,1346406033,821007374,525398659,28139615,17280511,10859104,https://www.icmr.gov.in/,6984,247,8168,5404906,2034581,7439487,26640,58071,84711,20,34,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.4285714286,16386.14285714286,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,10686,10679,4,2021-12-15,TT,34710628,476135,34146931,2021-12-15 10:35:23.317854,658847816,2021-12-14 00:00:00,1184883,1346406033,821007374,525398659,1167024,686900,480124,https://www.icmr.gov.in/,6984,247,8168,5404906,2034581,7439487,1210,4724,5934,0,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.4285714286,16386.14285714286,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1441793,1416286,25100,2021-12-15,TT,34710628,476135,34146931,2021-12-15 10:35:23.317854,658847816,2021-12-14 00:00:00,1184883,1346406033,821007374,525398659,24398112,14518707,9879405,https://www.icmr.gov.in/,6984,247,8168,5404906,2034581,7439487,45075,78611,123686,45,31,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.4285714286,16386.14285714286,0,0,0,,,1332900000,Delhi,19814000
9,Goa,179513,175641,3482,2021-12-15,TT,34710628,476135,34146931,2021-12-15 10:35:23.317854,658847816,2021-12-14 00:00:00,1184883,1346406033,821007374,525398659,2363862,1293780,1070082,https://www.icmr.gov.in/,6984,247,8168,5404906,2034581,7439487,704,2967,3671,44,36,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.4285714286,16386.14285714286,0,0,0,,,1332900000,Goa,1540000
