"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","0","0","2050","17","1","0"
"East Jaintia Hills","0","0","0","2627","38","0","0"
"East Khasi Hills","9","2","0","47164","1075","27","1"
"Eastern West Khasi Hills","0","0","0","141","8","0","0"
"North Garo Hills","0","0","0","1881","9","0","0"
"Ri-Bhoi","2","6","0","10354","99","10","2"
"South Garo Hills","0","0","0","1343","13","0","0"
"South West Garo Hills","1","0","0","2095","20","1","0"
"South West Khasi Hills","0","0","0","2701","20","0","0"
"West Garo Hills","1","2","0","10770","80","43","6"
"West Jaintia Hills","0","0","0","7193","139","0","0"
"West Khasi Hills","0","0","0","5655","76","0","0"
"Total","13","10","0","93974","1594","82","9"
