"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","10","3","0","1945","16","18","0"
"East Jaintia Hills","5","2","0","2513","32","35","0"
"East Khasi Hills","176","178","4","45249","1024","1534","176"
"Eastern West Khasi Hills","12","1","0","46","2","38","0"
"North Garo Hills","17","2","0","1729","8","39","0"
"Ri-Bhoi","22","11","0","9998","90","177","0"
"South Garo Hills","8","3","0","1253","12","22","0"
"South West Garo Hills","7","4","0","1921","18","36","0"
"South West Khasi Hills","12","0","0","2597","17","38","0"
"West Garo Hills","111","48","0","9807","74","453","13"
"West Jaintia Hills","8","1","0","6934","136","76","5"
"West Khasi Hills","4","1","0","5561","74","28","0"
"Total","392","254","4","89553","1503","2494","194"
