District,Recovered,Deceased,Active
देवररया,20185,223,440
फर्रखाबाद,10291.0,195.0,440.0
बहराइच,11536.0,178.0,424.0
सभंल,9813.0,106.0,412.0
जौनपरु,22534.0,236.0,411.0
आजमगढ़,17816.0,229.0,392.0
बलिया,21470.0,235.0,358.0
समर्ापरु,11148.0,117.0,320.0
पीलीभीत,10928.0,195.0,319.0
हाथरस,3188.0,43.0,307.0
उन्नाव,14967.0,254.0,281.0
औरैय्या,9983.0,204.0,266.0
महाराजगजं,12482.0,141.0,249.0
बादा,10888.0,161.0,233.0
अम्बडेकर नगर,5002.0,153.0,232.0
लसलतपरु,12732.0,128.0,230.0
बलरामपरु,7424.0,138.0,218.0
कन्नौज,9238.0,115.0,209.0
श्रावस्ती,4379.0,37.0,208.0
फतहेपरु,6739.0,139.0,190.0
जालौन,11521.0,203.0,182.0
कानपरु देहात,6154.0,110.0,182.0
सतं कबीर नगर,8113.0,98.0,178.0
मऊ,8305.0,80.0,177.0
कुशीनगर,15448.0,228.0,170.0
चचत्रकट,7062.0,79.0,132.0
हमीरपरु,5170.0,102.0,131.0
भदोही,7597.0,164.0,127.0
प्रतापगढ़,15936.0,164.0,125.0
कासगजं,4349.0,53.0,102.0
महोबा,4196.0,86.0,46.0
कौशाम्बी,4374.0,71.0,31.0
