,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10032,9901,129,2022-03-26,TT,43018032,520855,42480436,2022-03-26 12:33:34.902695,786302714,2022-03-25 00:00:00,658489,1827755514,981298348,825350129,21107037,668052,334505,323387,10160,https://www.icmr.gov.in/,1660,4100,2349,136242,1145967,1862208,3144417,1418,95,50,1563,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2319407,2304248,14730,2022-03-26,TT,43018032,520855,42480436,2022-03-26 12:33:34.902695,786302714,2022-03-25 00:00:00,658489,1827755514,981298348,825350129,21107037,90691862,44229226,44840719,1621917,https://www.icmr.gov.in/,1660,4100,2349,136242,1145967,1862208,3144417,90746,134996,10938,236680,40,55,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,64484,64187,296,2022-03-26,TT,43018032,520855,42480436,2022-03-26 12:33:34.902695,786302714,2022-03-25 00:00:00,658489,1827755514,981298348,825350129,21107037,1655927,894342,736213,25372,https://www.icmr.gov.in/,1660,4100,2349,136242,1145967,1862208,3144417,646,336,77,1059,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,724195,716193,6639,2022-03-26,TT,43018032,520855,42480436,2022-03-26 12:33:34.902695,786302714,2022-03-25 00:00:00,658489,1827755514,981298348,825350129,21107037,43931017,23547570,20093800,289647,https://www.icmr.gov.in/,1660,4100,2349,136242,1145967,1862208,3144417,20347,18291,1444,40082,1,1,0,,,1332900000,Assam,34293000
4,Bihar,830448,818159,12256,2022-03-26,TT,43018032,520855,42480436,2022-03-26 12:33:34.902695,786302714,2022-03-25 00:00:00,658489,1827755514,981298348,825350129,21107037,123789666,67575166,55350455,864045,https://www.icmr.gov.in/,1660,4100,2349,136242,1145967,1862208,3144417,172239,74523,4893,251655,9,8,0,,,1332900000,Bihar,119520000
5,Chandigarh,91903,90715,1165,2022-03-26,TT,43018032,520855,42480436,2022-03-26 12:33:34.902695,786302714,2022-03-25 00:00:00,658489,1827755514,981298348,825350129,21107037,2058659,1130087,901704,26868,https://www.icmr.gov.in/,1660,4100,2349,136242,1145967,1862208,3144417,673,551,130,1354,7,3,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1152038,1137864,14034,2022-03-26,TT,43018032,520855,42480436,2022-03-26 12:33:34.902695,786302714,2022-03-25 00:00:00,658489,1827755514,981298348,825350129,21107037,37871978,19926364,17518741,426873,https://www.icmr.gov.in/,1660,4100,2349,136242,1145967,1862208,3144417,28096,14487,1696,44279,18,12,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11441,11437,4,2022-03-26,TT,43018032,520855,42480436,2022-03-26 12:33:34.902695,786302714,2022-03-25 00:00:00,658489,1827755514,981298348,825350129,21107037,1379737,768561,602558,8618,https://www.icmr.gov.in/,1660,4100,2349,136242,1145967,1862208,3144417,1295,229,74,1598,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1864358,1837742,26150,2022-03-26,TT,43018032,520855,42480436,2022-03-26 12:33:34.902695,786302714,2022-03-25 00:00:00,658489,1827755514,981298348,825350129,21107037,32306981,17616396,14215334,475251,https://www.icmr.gov.in/,1660,4100,2349,136242,1145967,1862208,3144417,49615,21063,2927,73605,112,100,1,,,1332900000,Delhi,19814000
9,Goa,245267,241403,3830,2022-03-26,TT,43018032,520855,42480436,2022-03-26 12:33:34.902695,786302714,2022-03-25 00:00:00,658489,1827755514,981298348,825350129,21107037,2674663,1407266,1235161,32236,https://www.icmr.gov.in/,1660,4100,2349,136242,1145967,1862208,3144417,529,269,41,839,0,4,0,,,1332900000,Goa,1540000
