Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
2022-03-16,HP,Bilaspur,2022-03-16 17:00:00+05:30,https://twitter.com/nhm_hp,,18225,95,18108,,2022-03-16 22:55:46.689368,2022-03-16 17:00:00+05:30,https://twitter.com/nhm_hp,,284258,4111,279735,,20,1
2022-03-16,HP,Chamba,2022-03-16 17:00:00+05:30,https://twitter.com/nhm_hp,,16018,171,15765,,2022-03-16 22:55:46.689381,2022-03-16 17:00:00+05:30,https://twitter.com/nhm_hp,,284258,4111,279735,,20,2
2022-03-16,HP,Hamirpur,2022-03-16 17:00:00+05:30,https://twitter.com/nhm_hp,,23299,328,22950,,2022-03-16 22:55:46.689383,2022-03-16 17:00:00+05:30,https://twitter.com/nhm_hp,,284258,4111,279735,,20,1
2022-03-16,HP,Kangra,2022-03-16 17:00:00+05:30,https://twitter.com/nhm_hp,,63638,1245,62296,,2022-03-16 22:55:46.689384,2022-03-16 17:00:00+05:30,https://twitter.com/nhm_hp,,284258,4111,279735,,20,7
2022-03-16,HP,Kinnaur,2022-03-16 17:00:00+05:30,https://twitter.com/nhm_hp,,4429,41,4383,,2022-03-16 22:55:46.689386,2022-03-16 17:00:00+05:30,https://twitter.com/nhm_hp,,284258,4111,279735,,20,0
2022-03-16,HP,Kullu,2022-03-16 17:00:00+05:30,https://twitter.com/nhm_hp,,11950,162,11779,,2022-03-16 22:55:46.689387,2022-03-16 17:00:00+05:30,https://twitter.com/nhm_hp,,284258,4111,279735,,20,3
2022-03-16,HP,Lahaul and Spiti,2022-03-16 17:00:00+05:30,https://twitter.com/nhm_hp,,3154,18,3135,,2022-03-16 22:55:46.689388,2022-03-16 17:00:00+05:30,https://twitter.com/nhm_hp,,284258,4111,279735,,20,0
2022-03-16,HP,Mandi,2022-03-16 17:00:00+05:30,https://twitter.com/nhm_hp,,38769,502,38179,,2022-03-16 22:55:46.689390,2022-03-16 17:00:00+05:30,https://twitter.com/nhm_hp,,284258,4111,279735,,20,0
2022-03-16,HP,Shimla,2022-03-16 17:00:00+05:30,https://twitter.com/nhm_hp,,35640,716,34881,,2022-03-16 22:55:46.689392,2022-03-16 17:00:00+05:30,https://twitter.com/nhm_hp,,284258,4111,279735,,20,4
2022-03-16,HP,Sirmaur,2022-03-16 17:00:00+05:30,https://twitter.com/nhm_hp,,19855,221,19626,,2022-03-16 22:55:46.689394,2022-03-16 17:00:00+05:30,https://twitter.com/nhm_hp,,284258,4111,279735,,20,0
2022-03-16,HP,Solan,2022-03-16 17:00:00+05:30,https://twitter.com/nhm_hp,,30600,335,30247,,2022-03-16 22:55:46.689396,2022-03-16 17:00:00+05:30,https://twitter.com/nhm_hp,,284258,4111,279735,,20,0
2022-03-16,HP,Una,2022-03-16 17:00:00+05:30,https://twitter.com/nhm_hp,,18681,278,18386,,2022-03-16 22:55:46.689397,2022-03-16 17:00:00+05:30,https://twitter.com/nhm_hp,,284258,4111,279735,,20,2
