,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10028,9896,129,2022-03-16,TT,42998938,516072,42450055,2022-03-16 11:57:20.025411,780506974,2022-03-15 00:00:00,752818,1805168622,969190850,815774681,20203091,661272,328876,322600,9796,https://www.icmr.gov.in/,2876,98,3884,102116,1810349,214331,2126796,38,219,73,330,1,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2318943,2303690,14730,2022-03-16,TT,42998938,516072,42450055,2022-03-16 11:57:20.025411,780506974,2022-03-15 00:00:00,752818,1805168622,969190850,815774681,20203091,88263052,43079909,43632928,1550215,https://www.icmr.gov.in/,2876,98,3884,102116,1810349,214331,2126796,1726,238646,8005,248377,59,83,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,64483,64173,296,2022-03-16,TT,42998938,516072,42450055,2022-03-16 11:57:20.025411,780506974,2022-03-15 00:00:00,752818,1805168622,969190850,815774681,20203091,1647399,890690,731929,24780,https://www.icmr.gov.in/,2876,98,3884,102116,1810349,214331,2126796,115,523,125,763,0,2,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,724178,716177,6639,2022-03-16,TT,42998938,516072,42450055,2022-03-16 11:57:20.025411,780506974,2022-03-15 00:00:00,752818,1805168622,969190850,815774681,20203091,43678413,23433440,19967407,277566,https://www.icmr.gov.in/,2876,98,3884,102116,1810349,214331,2126796,2185,17572,1515,21272,5,7,0,,,1332900000,Assam,34293000
4,Bihar,830382,818061,12255,2022-03-16,TT,42998938,516072,42450055,2022-03-16 11:57:20.025411,780506974,2022-03-15 00:00:00,752818,1805168622,969190850,815774681,20203091,122391670,66800619,54758589,832462,https://www.icmr.gov.in/,2876,98,3884,102116,1810349,214331,2126796,41733,180764,7148,229645,9,19,0,,,1332900000,Bihar,119520000
5,Chandigarh,91869,90654,1165,2022-03-16,TT,42998938,516072,42450055,2022-03-16 11:57:20.025411,780506974,2022-03-15 00:00:00,752818,1805168622,969190850,815774681,20203091,2049455,1126204,897377,25874,https://www.icmr.gov.in/,2876,98,3884,102116,1810349,214331,2126796,141,677,83,901,5,13,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1151844,1137554,14034,2022-03-16,TT,42998938,516072,42450055,2022-03-16 11:57:20.025411,780506974,2022-03-15 00:00:00,752818,1805168622,969190850,815774681,20203091,37489633,19718919,17359294,411420,https://www.icmr.gov.in/,2876,98,3884,102116,1810349,214331,2126796,4004,28141,3336,35481,25,49,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11441,11436,4,2022-03-16,TT,42998938,516072,42450055,2022-03-16 11:57:20.025411,780506974,2022-03-15 00:00:00,752818,1805168622,969190850,815774681,20203091,1365156,755725,601099,8332,https://www.icmr.gov.in/,2876,98,3884,102116,1810349,214331,2126796,50,239,59,348,1,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1863201,1836401,26143,2022-03-16,TT,42998938,516072,42450055,2022-03-16 11:57:20.025411,780506974,2022-03-15 00:00:00,752818,1805168622,969190850,815774681,20203091,31832296,17341424,14041619,449253,https://www.icmr.gov.in/,2876,98,3884,102116,1810349,214331,2126796,3512,23105,2649,29266,131,165,2,,,1332900000,Delhi,19814000
9,Goa,245220,241305,3830,2022-03-16,TT,42998938,516072,42450055,2022-03-16 11:57:20.025411,780506974,2022-03-15 00:00:00,752818,1805168622,969190850,815774681,20203091,2655938,1393758,1230745,31435,https://www.icmr.gov.in/,2876,98,3884,102116,1810349,214331,2126796,110,513,29,652,9,18,0,,,1332900000,Goa,1540000
