,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict,deltaVaccinated3ForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2022-01-14,AS,2348,5,861,0,6007,23960,740,16137.0,19.0,4452.0,,375245.0,603792.0,Airport Quarantine,,,,,0,0,,,,,,0.0,0.0,0,,,,,,,,0,0,0,2022-01-15 12:11:31.337075,34293000,,,,640636,6197,617825,,22847050,16854242,0,0.0,0,0,0,0
1,1,1,1,1,2022-01-14,AS,2348,5,861,0,6007,23960,740,16137.0,19.0,4452.0,,375245.0,603792.0,Baksa,,,,,235,321,,,,,,8200.0,15835.0,953773,,,,,,,,640341,442549,0,2022-01-15 12:11:31.337075,34293000,,,,640636,6197,617825,,22847050,16854242,0,0.0,0,0,0,0
2,2,2,2,2,2022-01-14,AS,2348,5,861,0,6007,23960,740,16137.0,19.0,4452.0,,375245.0,603792.0,Barpeta,,,,,716,2257,,,,,,20137.0,32832.0,1693190,,,,,,,,1222479,1007744,0,2022-01-15 12:11:31.337075,34293000,,,,640636,6197,617825,,22847050,16854242,0,0.0,0,0,0,0
3,3,3,3,3,2022-01-14,AS,2348,5,861,0,6007,23960,740,16137.0,19.0,4452.0,,375245.0,603792.0,Biswanath,,,,,16,86,,,,,,2449.0,7753.0,612491,,,,,,,,508325,359098,0,2022-01-15 12:11:31.337075,34293000,,,,640636,6197,617825,,22847050,16854242,0,0.0,0,0,0,0
4,4,4,4,4,2022-01-14,AS,2348,5,861,0,6007,23960,740,16137.0,19.0,4452.0,,375245.0,603792.0,Bongaigaon,,,,,153,478,,,,,,5974.0,13133.0,732639,,,,,,,,550799,431982,0,2022-01-15 12:11:31.337075,34293000,,,,640636,6197,617825,,22847050,16854242,0,0.0,0,0,0,0
5,5,5,5,5,2022-01-14,AS,2348,5,861,0,6007,23960,740,16137.0,19.0,4452.0,,375245.0,603792.0,Cachar,,,,,185,1700,,,,,,24017.0,27484.0,1736319,,,,,,,,1216910,853765,0,2022-01-15 12:11:31.337075,34293000,,,,640636,6197,617825,,22847050,16854242,0,0.0,0,0,0,0
6,6,6,6,6,2022-01-14,AS,2348,5,861,0,6007,23960,740,16137.0,19.0,4452.0,,375245.0,603792.0,Charaideo,,,,,0,9,,,,,,5294.0,5906.0,0,,,,,,,,349602,231205,0,2022-01-15 12:11:31.337075,34293000,,,,640636,6197,617825,,22847050,16854242,0,0.0,0,0,0,0
7,7,7,7,7,2022-01-14,AS,2348,5,861,0,6007,23960,740,16137.0,19.0,4452.0,,375245.0,603792.0,Chirang,,,,,249,609,,,,,,5417.0,10527.0,481818,,,,,,,,325716,220230,0,2022-01-15 12:11:31.337075,34293000,,,,640636,6197,617825,,22847050,16854242,0,0.0,0,0,0,0
8,8,8,8,8,2022-01-14,AS,2348,5,861,0,6007,23960,740,16137.0,19.0,4452.0,,375245.0,603792.0,Darrang,,,,,55,217,,,,,,11542.0,18560.0,908090,,,,,,,,673116,471028,0,2022-01-15 12:11:31.337075,34293000,,,,640636,6197,617825,,22847050,16854242,0,0.0,0,0,0,0
9,9,9,9,9,2022-01-14,AS,2348,5,861,0,6007,23960,740,16137.0,19.0,4452.0,,375245.0,603792.0,Dhemaji,,,,,2,155,,,,,,5937.0,8668.0,688077,,,,,,,,489988,345190,0,2022-01-15 12:11:31.337075,34293000,,,,640636,6197,617825,,22847050,16854242,0,0.0,0,0,0,0
