Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
2022-01-14,DL,24383,34,26236,79578,80587,30542,0,164168.0,169.0,111599.0,642709.0,588305.0,295286.0,Central Delhi,,,,,4250,2416,0,,,,,43795.0,23019.0,0,,,,,,,,1483636,996597,0,2022-01-15 12:11:31.337075,19814000,2022-01-15 12:11:31.337075,,,1670966,25305,1553388,33926818,16396606,11869064,0,0.0,0.0
2022-01-14,DL,24383,34,26236,79578,80587,30542,0,164168.0,169.0,111599.0,642709.0,588305.0,295286.0,East Delhi,,,,,7884,2500,0,,,,,54611.0,23936.0,0,,,,,,,,1257305,983065,0,2022-01-15 12:11:31.337075,19814000,2022-01-15 12:11:31.337075,,,1670966,25305,1553388,33926818,16396606,11869064,0,0.0,0.0
2022-01-14,DL,24383,34,26236,79578,80587,30542,0,164168.0,169.0,111599.0,642709.0,588305.0,295286.0,New Delhi,,,,,3850,1941,0,,,,,36125.0,17490.0,0,,,,,,,,1069492,899058,0,2022-01-15 12:11:31.337075,19814000,2022-01-15 12:11:31.337075,,,1670966,25305,1553388,33926818,16396606,11869064,0,0.0,0.0
2022-01-14,DL,24383,34,26236,79578,80587,30542,0,164168.0,169.0,111599.0,642709.0,588305.0,295286.0,North Delhi,,,,,7470,3487,0,,,,,51981.0,37371.0,0,,,,,,,,1544589,1094819,0,2022-01-15 12:11:31.337075,19814000,2022-01-15 12:11:31.337075,,,1670966,25305,1553388,33926818,16396606,11869064,0,0.0,0.0
2022-01-14,DL,24383,34,26236,79578,80587,30542,0,164168.0,169.0,111599.0,642709.0,588305.0,295286.0,North East Delhi,,,,,5457,2334,0,,,,,50539.0,23320.0,0,,,,,,,,1331779,770567,0,2022-01-15 12:11:31.337075,19814000,2022-01-15 12:11:31.337075,,,1670966,25305,1553388,33926818,16396606,11869064,0,0.0,0.0
2022-01-14,DL,24383,34,26236,79578,80587,30542,0,164168.0,169.0,111599.0,642709.0,588305.0,295286.0,North West Delhi,,,,,12515,3136,0,,,,,79993.0,33011.0,0,,,,,,,,1960260,1350386,0,2022-01-15 12:11:31.337075,19814000,2022-01-15 12:11:31.337075,,,1670966,25305,1553388,33926818,16396606,11869064,0,0.0,0.0
2022-01-14,DL,24383,34,26236,79578,80587,30542,0,164168.0,169.0,111599.0,642709.0,588305.0,295286.0,Shahdara,,,,,6846,1780,0,,,,,43645.0,16142.0,0,,,,,,,,1162945,809155,0,2022-01-15 12:11:31.337075,19814000,2022-01-15 12:11:31.337075,,,1670966,25305,1553388,33926818,16396606,11869064,0,0.0,0.0
2022-01-14,DL,24383,34,26236,79578,80587,30542,0,164168.0,169.0,111599.0,642709.0,588305.0,295286.0,South Delhi,,,,,4759,1983,0,,,,,38088.0,20297.0,0,,,,,,,,1431128,1035355,0,2022-01-15 12:11:31.337075,19814000,2022-01-15 12:11:31.337075,,,1670966,25305,1553388,33926818,16396606,11869064,0,0.0,0.0
2022-01-14,DL,24383,34,26236,79578,80587,30542,0,164168.0,169.0,111599.0,642709.0,588305.0,295286.0,South East Delhi,,,,,8423,3070,0,,,,,59615.0,29108.0,0,,,,,,,,1568752,1159029,0,2022-01-15 12:11:31.337075,19814000,2022-01-15 12:11:31.337075,,,1670966,25305,1553388,33926818,16396606,11869064,0,0.0,0.0
2022-01-14,DL,24383,34,26236,79578,80587,30542,0,164168.0,169.0,111599.0,642709.0,588305.0,295286.0,South West Delhi,,,,,9998,4338,0,,,,,72353.0,40472.0,0,,,,,,,,1854894,1457537,0,2022-01-15 12:11:31.337075,19814000,2022-01-15 12:11:31.337075,,,1670966,25305,1553388,33926818,16396606,11869064,0,0.0,0.0
