,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict,deltaVaccinated3ForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
10,10,10,10,10,2022-01-14,TG,2398,3,1181,0,17411,43798,1485,15448.0,13.0,3620.0,,530365.0,833483.0,Khammam,,,,,296,3416,,,,,,17597.0,41236.0,1401639,,,,,,,,1119713,899503,0,2022-01-15 12:11:31.337075,37220000,,,,705199,4052,679471,,29407672,20723406,0,0.0,0,0,0,0
11,11,11,11,11,2022-01-14,TG,2398,3,1181,0,17411,43798,1485,15448.0,13.0,3620.0,,530365.0,833483.0,Komaram Bheem,,,,,37,1632,,,,,,3683.0,17361.0,515835,,,,,,,,346123,195945,0,2022-01-15 12:11:31.337075,37220000,,,,705199,4052,679471,,29407672,20723406,0,0.0,0,0,0,0
12,12,12,12,12,2022-01-14,TG,2398,3,1181,0,17411,43798,1485,15448.0,13.0,3620.0,,530365.0,833483.0,Mahabubabad,,,,,102,909,,,,,,8762.0,15140.0,1318110,,,,,,,,601185,458304,0,2022-01-15 12:11:31.337075,37220000,,,,705199,4052,679471,,29407672,20723406,0,0.0,0,0,0,0
13,13,13,13,13,2022-01-14,TG,2398,3,1181,0,17411,43798,1485,15448.0,13.0,3620.0,,530365.0,833483.0,Mahabubnagar,,,,,443,2092,,,,,,15657.0,25396.0,0,,,,,,,,749218,520425,0,2022-01-15 12:11:31.337075,37220000,,,,705199,4052,679471,,29407672,20723406,0,0.0,0,0,0,0
14,14,14,14,14,2022-01-14,TG,2398,3,1181,0,17411,43798,1485,15448.0,13.0,3620.0,,530365.0,833483.0,Mancherial,,,,,75,78,,,,,,7120.0,11254.0,807037,,,,,,,,583883,438405,0,2022-01-15 12:11:31.337075,37220000,,,,705199,4052,679471,,29407672,20723406,0,0.0,0,0,0,0
15,15,15,15,15,2022-01-14,TG,2398,3,1181,0,17411,43798,1485,15448.0,13.0,3620.0,,530365.0,833483.0,Medak,,,,,118,311,,,,,,8527.0,11219.0,767428,,,,,,,,600388,453777,0,2022-01-15 12:11:31.337075,37220000,,,,705199,4052,679471,,29407672,20723406,0,0.0,0,0,0,0
16,16,16,16,16,2022-01-14,TG,2398,3,1181,0,17411,43798,1485,15448.0,13.0,3620.0,,530365.0,833483.0,Medchal Malkajgiri,,,,,1409,1141,,,,,,58394.0,35247.0,2542203,,,,,,,,2608935,1929861,0,2022-01-15 12:11:31.337075,37220000,,,,705199,4052,679471,,29407672,20723406,0,0.0,0,0,0,0
17,17,17,17,17,2022-01-14,TG,2398,3,1181,0,17411,43798,1485,15448.0,13.0,3620.0,,530365.0,833483.0,Mulugu,,,,,59,348,,,,,,2369.0,8823.0,294671,,,,,,,,223416,179563,0,2022-01-15 12:11:31.337075,37220000,,,,705199,4052,679471,,29407672,20723406,0,0.0,0,0,0,0
18,18,18,18,18,2022-01-14,TG,2398,3,1181,0,17411,43798,1485,15448.0,13.0,3620.0,,530365.0,833483.0,Nagarkurnool,,,,,391,458,,,,,,9338.0,20924.0,893308,,,,,,,,644392,423632,0,2022-01-15 12:11:31.337075,37220000,,,,705199,4052,679471,,29407672,20723406,0,0.0,0,0,0,0
19,19,19,19,19,2022-01-14,TG,2398,3,1181,0,17411,43798,1485,15448.0,13.0,3620.0,,530365.0,833483.0,Nalgonda,,,,,233,2650,,,,,,19269.0,64031.0,1631399,,,,,,,,1247942,791540,0,2022-01-15 12:11:31.337075,37220000,,,,705199,4052,679471,,29407672,20723406,0,0.0,0,0,0,0
20,20,20,20,20,2022-01-14,TG,2398,3,1181,0,17411,43798,1485,15448.0,13.0,3620.0,,530365.0,833483.0,Narayanpet,,,,,471,41,,,,,,6851.0,10770.0,566874,,,,,,,,440178,292088,0,2022-01-15 12:11:31.337075,37220000,,,,705199,4052,679471,,29407672,20723406,0,0.0,0,0,0,0
21,21,21,21,21,2022-01-14,TG,2398,3,1181,0,17411,43798,1485,15448.0,13.0,3620.0,,530365.0,833483.0,Nirmal,,,,,655,3374,,,,,,9728.0,20984.0,709415,,,,,,,,578752,365707,0,2022-01-15 12:11:31.337075,37220000,,,,705199,4052,679471,,29407672,20723406,0,0.0,0,0,0,0
22,22,22,22,22,2022-01-14,TG,2398,3,1181,0,17411,43798,1485,15448.0,13.0,3620.0,,530365.0,833483.0,Nizamabad,,,,,21,50,,,,,,15618.0,23907.0,1534428,,,,,,,,1149728,798990,0,2022-01-15 12:11:31.337075,37220000,,,,705199,4052,679471,,29407672,20723406,0,0.0,0,0,0,0
23,23,23,23,23,2022-01-14,TG,2398,3,1181,0,17411,43798,1485,15448.0,13.0,3620.0,,530365.0,833483.0,Other State,,,,,0,0,,,,,,0.0,0.0,0,,,,,,,,0,0,0,2022-01-15 12:11:31.337075,37220000,,,,705199,4052,679471,,29407672,20723406,0,0.0,0,0,0,0
24,24,24,24,24,2022-01-14,TG,2398,3,1181,0,17411,43798,1485,15448.0,13.0,3620.0,,530365.0,833483.0,Peddapalli,,,,,228,155,,,,,,8640.0,5936.0,795332,,,,,,,,624872,420011,0,2022-01-15 12:11:31.337075,37220000,,,,705199,4052,679471,,29407672,20723406,0,0.0,0,0,0,0
25,25,25,25,25,2022-01-14,TG,2398,3,1181,0,17411,43798,1485,15448.0,13.0,3620.0,,530365.0,833483.0,Rajanna Sircilla,,,,,78,54,,,,,,5793.0,5339.0,546121,,,,,,,,434829,355077,0,2022-01-15 12:11:31.337075,37220000,,,,705199,4052,679471,,29407672,20723406,0,0.0,0,0,0,0
26,26,26,26,26,2022-01-14,TG,2398,3,1181,0,17411,43798,1485,15448.0,13.0,3620.0,,530365.0,833483.0,Ranga Reddy,,,,,1381,4015,,,,,,54056.0,51300.0,2551731,,,,,,,,2776451,1953723,0,2022-01-15 12:11:31.337075,37220000,,,,705199,4052,679471,,29407672,20723406,0,0.0,0,0,0,0
27,27,27,27,27,2022-01-14,TG,2398,3,1181,0,17411,43798,1485,15448.0,13.0,3620.0,,530365.0,833483.0,Sangareddy,,,,,2095,4506,,,,,,32962.0,91464.0,1527628,,,,,,,,1286755,786154,0,2022-01-15 12:11:31.337075,37220000,,,,705199,4052,679471,,29407672,20723406,0,0.0,0,0,0,0
28,28,28,28,28,2022-01-14,TG,2398,3,1181,0,17411,43798,1485,15448.0,13.0,3620.0,,530365.0,833483.0,Siddipet,,,,,240,2505,,,,,,14051.0,51554.0,993376,,,,,,,,779258,501744,0,2022-01-15 12:11:31.337075,37220000,,,,705199,4052,679471,,29407672,20723406,0,0.0,0,0,0,0
29,29,29,29,29,2022-01-14,TG,2398,3,1181,0,17411,43798,1485,15448.0,13.0,3620.0,,530365.0,833483.0,Suryapet,,,,,222,2070,,,,,,11577.0,25942.0,1099560,,,,,,,,789452,568141,0,2022-01-15 12:11:31.337075,37220000,,,,705199,4052,679471,,29407672,20723406,0,0.0,0,0,0,0
30,30,30,30,30,2022-01-14,TG,2398,3,1181,0,17411,43798,1485,15448.0,13.0,3620.0,,530365.0,833483.0,Unknown,2398.0,3.0,1181.0,,0,0,1485.0,15448.0,13.0,3620.0,,0.0,0.0,0,,,,705199.0,4052.0,679471.0,,0,0,0,2022-01-15 12:11:31.337075,37220000,,,,705199,4052,679471,,29407672,20723406,0,0.0,0,0,0,0
31,31,31,31,31,2022-01-14,TG,2398,3,1181,0,17411,43798,1485,15448.0,13.0,3620.0,,530365.0,833483.0,Vikarabad,,,,,136,675,,,,,,14475.0,21707.0,881250,,,,,,,,727415,355354,0,2022-01-15 12:11:31.337075,37220000,,,,705199,4052,679471,,29407672,20723406,0,0.0,0,0,0,0
32,32,32,32,32,2022-01-14,TG,2398,3,1181,0,17411,43798,1485,15448.0,13.0,3620.0,,530365.0,833483.0,Wanaparthy,,,,,555,305,,,,,,12600.0,13457.0,751553,,,,,,,,454366,280104,0,2022-01-15 12:11:31.337075,37220000,,,,705199,4052,679471,,29407672,20723406,0,0.0,0,0,0,0
33,33,33,33,33,2022-01-14,TG,2398,3,1181,0,17411,43798,1485,15448.0,13.0,3620.0,,530365.0,833483.0,Warangal Rural,,,,,140,1870,,,,,,10147.0,29090.0,716457,,,,,,,,538809,311919,0,2022-01-15 12:11:31.337075,37220000,,,,705199,4052,679471,,29407672,20723406,0,0.0,0,0,0,0
34,34,34,34,34,2022-01-14,TG,2398,3,1181,0,17411,43798,1485,15448.0,13.0,3620.0,,530365.0,833483.0,Warangal Urban,,,,,3149,326,,,,,,24848.0,13347.0,1135707,,,,,,,,905215,703478,0,2022-01-15 12:11:31.337075,37220000,,,,705199,4052,679471,,29407672,20723406,0,0.0,0,0,0,0
35,35,35,35,35,2022-01-14,TG,2398,3,1181,0,17411,43798,1485,15448.0,13.0,3620.0,,530365.0,833483.0,Yadadri Bhuvanagiri,,,,,52,563,,,,,,8716.0,11876.0,726465,,,,,,,,563490,450393,0,2022-01-15 12:11:31.337075,37220000,,,,705199,4052,679471,,29407672,20723406,0,0.0,0,0,0,0
