Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
2022-01-14,GJ,10019,2,4831,117206,7208,11975,0,56661.0,16.0,19430.0,664748.0,703511.0,565705.0,Ahmedabad,3164,0,2342,20960,613,1317,0,20734.0,1.0,8800.0,104311.0,99542.0,123439.0,7208200,2022-01-14 23:55:44.166239,,,269789,3413,245689,5931457,6581240,5148394,0,2022-01-14 23:55:44.165426,67936000,2022-01-14 23:55:44.166607,,,906751,10141,840812,35673316,50057389,43950221,0,0.0,0.0
2022-01-14,GJ,10019,2,4831,117206,7208,11975,0,56661.0,16.0,19430.0,664748.0,703511.0,565705.0,Amreli,44,0,15,2137,69,229,0,209.0,0.0,98.0,13798.0,13680.0,8916.0,1513614,2022-01-14 23:55:44.166239,,,11096,103,10832,691155,1045901,975217,0,2022-01-14 23:55:44.165426,67936000,2022-01-14 23:55:44.166607,,,906751,10141,840812,35673316,50057389,43950221,0,0.0,0.0
2022-01-14,GJ,10019,2,4831,117206,7208,11975,0,56661.0,16.0,19430.0,664748.0,703511.0,565705.0,Anand,65,0,111,3256,13,41,0,593.0,0.0,513.0,12580.0,16215.0,11236.0,2090276,2022-01-14 23:55:44.166239,,,10885,51,10207,665567,1626229,1495021,0,2022-01-14 23:55:44.165426,67936000,2022-01-14 23:55:44.166607,,,906751,10141,840812,35673316,50057389,43950221,0,0.0,0.0
2022-01-14,GJ,10019,2,4831,117206,7208,11975,0,56661.0,16.0,19430.0,664748.0,703511.0,565705.0,Aravalli,2,0,10,1711,5,21,0,70.0,0.0,35.0,8807.0,4734.0,2000.0,1051746,2022-01-14 23:55:44.166239,,,5295,79,5146,419360,777590,730974,0,2022-01-14 23:55:44.165426,67936000,2022-01-14 23:55:44.166607,,,906751,10141,840812,35673316,50057389,43950221,0,0.0,0.0
2022-01-14,GJ,10019,2,4831,117206,7208,11975,0,56661.0,16.0,19430.0,664748.0,703511.0,565705.0,Banaskantha,37,0,17,6469,170,450,0,231.0,0.0,60.0,31648.0,36129.0,27184.0,3116045,2022-01-14 23:55:44.166239,,,13922,162,13548,1029098,2354077,2213388,0,2022-01-14 23:55:44.165426,67936000,2022-01-14 23:55:44.166607,,,906751,10141,840812,35673316,50057389,43950221,0,0.0,0.0
2022-01-14,GJ,10019,2,4831,117206,7208,11975,0,56661.0,16.0,19430.0,664748.0,703511.0,565705.0,Bharuch,118,0,84,1120,64,103,0,922.0,0.0,295.0,9346.0,12913.0,16105.0,1550822,2022-01-14 23:55:44.166239,,,12591,118,11647,602327,1379281,1217998,0,2022-01-14 23:55:44.165426,67936000,2022-01-14 23:55:44.166607,,,906751,10141,840812,35673316,50057389,43950221,0,0.0,0.0
2022-01-14,GJ,10019,2,4831,117206,7208,11975,0,56661.0,16.0,19430.0,664748.0,703511.0,565705.0,Bhavnagar,255,0,11,5478,263,916,0,1091.0,1.0,158.0,24610.0,25966.0,29504.0,2877961,2022-01-14 23:55:44.166239,,,22815,304,21368,1362751,1924746,1874420,0,2022-01-14 23:55:44.165426,67936000,2022-01-14 23:55:44.166607,,,906751,10141,840812,35673316,50057389,43950221,0,0.0,0.0
2022-01-14,GJ,10019,2,4831,117206,7208,11975,0,56661.0,16.0,19430.0,664748.0,703511.0,565705.0,Botad,0,0,3,815,30,30,0,5.0,0.0,5.0,9428.0,4414.0,2347.0,656005,2022-01-14 23:55:44.166239,,,2224,42,2181,290042,424445,380529,0,2022-01-14 23:55:44.165426,67936000,2022-01-14 23:55:44.166607,,,906751,10141,840812,35673316,50057389,43950221,0,0.0,0.0
2022-01-14,GJ,10019,2,4831,117206,7208,11975,0,56661.0,16.0,19430.0,664748.0,703511.0,565705.0,Chhota Udaipur,2,0,0,1545,348,181,0,17.0,0.0,6.0,10487.0,6748.0,4382.0,1071831,2022-01-14 23:55:44.166239,,,3415,38,3363,329252,690625,643526,0,2022-01-14 23:55:44.165426,67936000,2022-01-14 23:55:44.166607,,,906751,10141,840812,35673316,50057389,43950221,0,0.0,0.0
2022-01-14,GJ,10019,2,4831,117206,7208,11975,0,56661.0,16.0,19430.0,664748.0,703511.0,565705.0,Dahod,27,0,19,2195,1066,43,0,158.0,0.0,55.0,37989.0,52727.0,2967.0,2126558,2022-01-14 23:55:44.166239,,,10171,38,9976,838462,1624041,1519127,0,2022-01-14 23:55:44.165426,67936000,2022-01-14 23:55:44.166607,,,906751,10141,840812,35673316,50057389,43950221,0,0.0,0.0
