Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
2022-01-14,JK,2456,5,380,68803,29374,42603,0,9313.0,23.0,1779.0,418176.0,235086.0,264578.0,Anantnag,101,1,9,,6608,406,0,224.0,1.0,39.0,,33686.0,2582.0,1070144,2022-01-14 17:00:00+05:30,https://twitter.com/diprjk,,16978,209,16563,,838952,775765,0,2022-01-14 23:56:35.254583,13203000,2022-01-14 17:00:00+05:30,https://twitter.com/diprjk,,352623,4557,338063,20148633,10163434,9545559,0,0.0,0.0
2022-01-14,JK,2456,5,380,68803,29374,42603,0,9313.0,23.0,1779.0,418176.0,235086.0,264578.0,Bandipora,95,0,14,,443,1177,0,229.0,0.0,38.0,,3863.0,4763.0,385099,2022-01-14 17:00:00+05:30,https://twitter.com/diprjk,,10426,111,10096,,311805,313996,0,2022-01-14 23:56:35.254585,13203000,2022-01-14 17:00:00+05:30,https://twitter.com/diprjk,,352623,4557,338063,20148633,10163434,9545559,0,0.0,0.0
2022-01-14,JK,2456,5,380,68803,29374,42603,0,9313.0,23.0,1779.0,418176.0,235086.0,264578.0,Baramulla,457,0,3,,3560,1954,0,1259.0,1.0,89.0,,20860.0,16315.0,1015503,2022-01-14 17:00:00+05:30,https://twitter.com/diprjk,,27378,292,25739,,814264,775054,0,2022-01-14 23:56:35.254576,13203000,2022-01-14 17:00:00+05:30,https://twitter.com/diprjk,,352623,4557,338063,20148633,10163434,9545559,0,0.0,0.0
2022-01-14,JK,2456,5,380,68803,29374,42603,0,9313.0,23.0,1779.0,418176.0,235086.0,264578.0,Budgam,139,0,45,,1738,42,0,614.0,3.0,142.0,,12530.0,194.0,735753,2022-01-14 17:00:00+05:30,https://twitter.com/diprjk,,25207,220,24428,,622048,604171,0,2022-01-14 23:56:35.254578,13203000,2022-01-14 17:00:00+05:30,https://twitter.com/diprjk,,352623,4557,338063,20148633,10163434,9545559,0,0.0,0.0
2022-01-14,JK,2456,5,380,68803,29374,42603,0,9313.0,23.0,1779.0,418176.0,235086.0,264578.0,Doda,18,0,2,,517,120,0,90.0,1.0,46.0,,4341.0,1098.0,409576,2022-01-14 17:00:00+05:30,https://twitter.com/diprjk,,8189,138,7940,,332046,312351,0,2022-01-14 23:56:35.254600,13203000,2022-01-14 17:00:00+05:30,https://twitter.com/diprjk,,352623,4557,338063,20148633,10163434,9545559,0,0.0,0.0
2022-01-14,JK,2456,5,380,68803,29374,42603,0,9313.0,23.0,1779.0,418176.0,235086.0,264578.0,Ganderbal,12,0,4,,1019,63,0,55.0,0.0,55.0,,14542.0,605.0,297003,2022-01-14 17:00:00+05:30,https://twitter.com/diprjk,,11105,82,10945,,251231,229803,0,2022-01-14 23:56:35.254587,13203000,2022-01-14 17:00:00+05:30,https://twitter.com/diprjk,,352623,4557,338063,20148633,10163434,9545559,0,0.0,0.0
2022-01-14,JK,2456,5,380,68803,29374,42603,0,9313.0,23.0,1779.0,418176.0,235086.0,264578.0,Jammu,588,0,109,,1907,20494,0,2549.0,7.0,388.0,,28047.0,101553.0,1526406,2022-01-14 17:00:00+05:30,https://twitter.com/diprjk,,57328,1166,53264,,1288571,1162891,0,2022-01-14 23:56:35.254595,13203000,2022-01-14 17:00:00+05:30,https://twitter.com/diprjk,,352623,4557,338063,20148633,10163434,9545559,0,0.0,0.0
2022-01-14,JK,2456,5,380,68803,29374,42603,0,9313.0,23.0,1779.0,418176.0,235086.0,264578.0,Kathua,52,1,29,,443,1900,0,340.0,1.0,59.0,,11010.0,19439.0,615711,2022-01-14 17:00:00+05:30,https://twitter.com/diprjk,,9785,154,9293,,527014,482617,0,2022-01-14 23:56:35.254602,13203000,2022-01-14 17:00:00+05:30,https://twitter.com/diprjk,,352623,4557,338063,20148633,10163434,9545559,0,0.0,0.0
2022-01-14,JK,2456,5,380,68803,29374,42603,0,9313.0,23.0,1779.0,418176.0,235086.0,264578.0,Kishtwar,33,0,12,,398,1961,0,81.0,0.0,18.0,,1738.0,5464.0,230696,2022-01-14 17:00:00+05:30,https://twitter.com/diprjk,,4948,44,4827,,172242,144482,0,2022-01-14 23:56:35.254606,13203000,2022-01-14 17:00:00+05:30,https://twitter.com/diprjk,,352623,4557,338063,20148633,10163434,9545559,0,0.0,0.0
2022-01-14,JK,2456,5,380,68803,29374,42603,0,9313.0,23.0,1779.0,418176.0,235086.0,264578.0,Kulgam,120,0,17,,1194,2165,0,231.0,0.0,32.0,,6520.0,20865.0,422786,2022-01-14 17:00:00+05:30,https://twitter.com/diprjk,,11811,118,11461,,417252,422546,0,2022-01-14 23:56:35.254591,13203000,2022-01-14 17:00:00+05:30,https://twitter.com/diprjk,,352623,4557,338063,20148633,10163434,9545559,0,0.0,0.0
