,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict,deltaVaccinated3ForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2022-01-14,JH,3749,3,2807,0,73042,41716,1990,30228.0,31.0,14214.0,,852271.0,421060.0,Bokaro,,,,,11320,3333,,,,,,140754.0,29125.0,2061918,,,,,,,,1373010,786116,0,2022-01-15 12:11:31.337075,37403000,,,,399275,5192,360894,,20109882,12118531,0,0.0,0,0,0,0
1,1,1,1,1,2022-01-14,JH,3749,3,2807,0,73042,41716,1990,30228.0,31.0,14214.0,,852271.0,421060.0,Chatra,,,,,2286,984,,,,,,24718.0,11452.0,1042304,,,,,,,,600947,336078,0,2022-01-15 12:11:31.337075,37403000,,,,399275,5192,360894,,20109882,12118531,0,0.0,0,0,0,0
2,2,2,2,2,2022-01-14,JH,3749,3,2807,0,73042,41716,1990,30228.0,31.0,14214.0,,852271.0,421060.0,Deoghar,,,,,3332,1539,,,,,,25697.0,16660.0,1491879,,,,,,,,873188,527605,0,2022-01-15 12:11:31.337075,37403000,,,,399275,5192,360894,,20109882,12118531,0,0.0,0,0,0,0
3,3,3,3,3,2022-01-14,JH,3749,3,2807,0,73042,41716,1990,30228.0,31.0,14214.0,,852271.0,421060.0,Dhanbad,,,,,2906,3016,,,,,,52615.0,43999.0,2682662,,,,,,,,1493919,917300,0,2022-01-15 12:11:31.337075,37403000,,,,399275,5192,360894,,20109882,12118531,0,0.0,0,0,0,0
4,4,4,4,4,2022-01-14,JH,3749,3,2807,0,73042,41716,1990,30228.0,31.0,14214.0,,852271.0,421060.0,Dumka,,,,,3465,2423,,,,,,29002.0,16615.0,1321096,,,,,,,,831182,528222,0,2022-01-15 12:11:31.337075,37403000,,,,399275,5192,360894,,20109882,12118531,0,0.0,0,0,0,0
5,5,5,5,5,2022-01-14,JH,3749,3,2807,0,73042,41716,1990,30228.0,31.0,14214.0,,852271.0,421060.0,East Singhbhum,,,,,517,17,,,,,,36706.0,23678.0,2291032,,,,,,,,1629074,1169655,0,2022-01-15 12:11:31.337075,37403000,,,,399275,5192,360894,,20109882,12118531,0,0.0,0,0,0,0
6,6,6,6,6,2022-01-14,JH,3749,3,2807,0,73042,41716,1990,30228.0,31.0,14214.0,,852271.0,421060.0,Garhwa,,,,,2562,1251,,,,,,30387.0,13689.0,1322387,,,,,,,,776382,403679,0,2022-01-15 12:11:31.337075,37403000,,,,399275,5192,360894,,20109882,12118531,0,0.0,0,0,0,0
7,7,7,7,7,2022-01-14,JH,3749,3,2807,0,73042,41716,1990,30228.0,31.0,14214.0,,852271.0,421060.0,Giridih,,,,,5287,3157,,,,,,58294.0,31216.0,2445203,,,,,,,,1336673,781027,0,2022-01-15 12:11:31.337075,37403000,,,,399275,5192,360894,,20109882,12118531,0,0.0,0,0,0,0
8,8,8,8,8,2022-01-14,JH,3749,3,2807,0,73042,41716,1990,30228.0,31.0,14214.0,,852271.0,421060.0,Godda,,,,,1964,1160,,,,,,23490.0,10154.0,1311382,,,,,,,,744176,458570,0,2022-01-15 12:11:31.337075,37403000,,,,399275,5192,360894,,20109882,12118531,0,0.0,0,0,0,0
9,9,9,9,9,2022-01-14,JH,3749,3,2807,0,73042,41716,1990,30228.0,31.0,14214.0,,852271.0,421060.0,Gumla,,,,,4610,2340,,,,,,44693.0,17208.0,1025656,,,,,,,,652451,362625,0,2022-01-15 12:11:31.337075,37403000,,,,399275,5192,360894,,20109882,12118531,0,0.0,0,0,0,0
10,10,10,10,10,2022-01-14,JH,3749,3,2807,0,73042,41716,1990,30228.0,31.0,14214.0,,852271.0,421060.0,Hazaribagh,,,,,2592,1922,,,,,,30539.0,17475.0,1734005,,,,,,,,1057444,682337,0,2022-01-15 12:11:31.337075,37403000,,,,399275,5192,360894,,20109882,12118531,0,0.0,0,0,0,0
11,11,11,11,11,2022-01-14,JH,3749,3,2807,0,73042,41716,1990,30228.0,31.0,14214.0,,852271.0,421060.0,Jamtara,,,,,777,737,,,,,,10969.0,6726.0,790207,,,,,,,,487972,266963,0,2022-01-15 12:11:31.337075,37403000,,,,399275,5192,360894,,20109882,12118531,0,0.0,0,0,0,0
12,12,12,12,12,2022-01-14,JH,3749,3,2807,0,73042,41716,1990,30228.0,31.0,14214.0,,852271.0,421060.0,Khunti,,,,,903,2621,,,,,,10544.0,12888.0,530299,,,,,,,,355844,214499,0,2022-01-15 12:11:31.337075,37403000,,,,399275,5192,360894,,20109882,12118531,0,0.0,0,0,0,0
13,13,13,13,13,2022-01-14,JH,3749,3,2807,0,73042,41716,1990,30228.0,31.0,14214.0,,852271.0,421060.0,Koderma,,,,,389,103,,,,,,14008.0,4296.0,717169,,,,,,,,435234,251804,0,2022-01-15 12:11:31.337075,37403000,,,,399275,5192,360894,,20109882,12118531,0,0.0,0,0,0,0
14,14,14,14,14,2022-01-14,JH,3749,3,2807,0,73042,41716,1990,30228.0,31.0,14214.0,,852271.0,421060.0,Latehar,,,,,2204,1639,,,,,,21049.0,13206.0,725673,,,,,,,,459905,237498,0,2022-01-15 12:11:31.337075,37403000,,,,399275,5192,360894,,20109882,12118531,0,0.0,0,0,0,0
15,15,15,15,15,2022-01-14,JH,3749,3,2807,0,73042,41716,1990,30228.0,31.0,14214.0,,852271.0,421060.0,Lohardaga,,,,,2532,948,,,,,,19588.0,6862.0,461738,,,,,,,,268269,162101,0,2022-01-15 12:11:31.337075,37403000,,,,399275,5192,360894,,20109882,12118531,0,0.0,0,0,0,0
16,16,16,16,16,2022-01-14,JH,3749,3,2807,0,73042,41716,1990,30228.0,31.0,14214.0,,852271.0,421060.0,Pakur,,,,,1658,3171,,,,,,15462.0,16704.0,899200,,,,,,,,561019,274231,0,2022-01-15 12:11:31.337075,37403000,,,,399275,5192,360894,,20109882,12118531,0,0.0,0,0,0,0
17,17,17,17,17,2022-01-14,JH,3749,3,2807,0,73042,41716,1990,30228.0,31.0,14214.0,,852271.0,421060.0,Palamu,,,,,6830,2428,,,,,,68668.0,25709.0,1936319,,,,,,,,1093659,727547,0,2022-01-15 12:11:31.337075,37403000,,,,399275,5192,360894,,20109882,12118531,0,0.0,0,0,0,0
18,18,18,18,18,2022-01-14,JH,3749,3,2807,0,73042,41716,1990,30228.0,31.0,14214.0,,852271.0,421060.0,Ramgarh,,,,,2151,1086,,,,,,28642.0,13401.0,949159,,,,,,,,611243,398028,0,2022-01-15 12:11:31.337075,37403000,,,,399275,5192,360894,,20109882,12118531,0,0.0,0,0,0,0
19,19,19,19,19,2022-01-14,JH,3749,3,2807,0,73042,41716,1990,30228.0,31.0,14214.0,,852271.0,421060.0,Ranchi,,,,,4407,3049,,,,,,57752.0,41148.0,2912022,,,,,,,,1862534,1183114,0,2022-01-15 12:11:31.337075,37403000,,,,399275,5192,360894,,20109882,12118531,0,0.0,0,0,0,0
