Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
2022-01-14,TN,23459,26,9026,153046,27651,28678,0,115546.0,123.0,28223.0,1024228.0,1138328.0,1516167.0,Ariyalur,68,0,14,,150,450,0,200.0,0.0,39.0,,9158.0,15176.0,752481,,,,17179,265,16725,,629610,429939,0,2022-01-14T23:56:13.585917+05:30,75695000,,,,2891959,36956,2736986,59264199,53272977,36343487,0,0.0,0.0
2022-01-14,TN,23459,26,9026,153046,27651,28678,0,115546.0,123.0,28223.0,1024228.0,1138328.0,1516167.0,Chengalpattu,2526,2,1045,,1150,1130,0,12705.0,6.0,2965.0,,58101.0,53745.0,2556244,,,,191484,2559,175745,,1651940,1118264,0,2022-01-14T23:56:13.585917+05:30,75695000,,,,2891959,36956,2736986,59264199,53272977,36343487,0,0.0,0.0
2022-01-14,TN,23459,26,9026,153046,27651,28678,0,115546.0,123.0,28223.0,1024228.0,1138328.0,1516167.0,Chennai,9029,10,4557,,6839,4816,0,48596.0,50.0,13221.0,,158029.0,150889.0,7100000,,,,625988,8715,566296,,5711796,4222895,0,2022-01-14T23:56:13.585917+05:30,75695000,,,,2891959,36956,2736986,59264199,53272977,36343487,0,0.0,0.0
2022-01-14,TN,23459,26,9026,153046,27651,28678,0,115546.0,123.0,28223.0,1024228.0,1138328.0,1516167.0,Coimbatore,1569,0,431,,773,1768,0,6405.0,4.0,1687.0,,52622.0,79696.0,3472578,,,,261149,2528,252293,,3029337,2122029,0,2022-01-14T23:56:13.585917+05:30,75695000,,,,2891959,36956,2736986,59264199,53272977,36343487,0,0.0,0.0
2022-01-14,TN,23459,26,9026,153046,27651,28678,0,115546.0,123.0,28223.0,1024228.0,1138328.0,1516167.0,Cuddalore,306,0,36,,1691,1775,0,1181.0,1.0,166.0,,46009.0,79901.0,2600880,,,,65879,877,63865,,2229426,1586257,0,2022-01-14T23:56:13.585917+05:30,75695000,,,,2891959,36956,2736986,59264199,53272977,36343487,0,0.0,0.0
2022-01-14,TN,23459,26,9026,153046,27651,28678,0,115546.0,123.0,28223.0,1024228.0,1138328.0,1516167.0,Dharmapuri,170,0,29,,1099,231,0,576.0,0.0,146.0,,20554.0,18830.0,1502900,,,,29665,281,28858,,931134,578267,0,2022-01-14T23:56:13.585917+05:30,75695000,,,,2891959,36956,2736986,59264199,53272977,36343487,0,0.0,0.0
2022-01-14,TN,23459,26,9026,153046,27651,28678,0,115546.0,123.0,28223.0,1024228.0,1138328.0,1516167.0,Dindigul,104,0,21,,182,577,0,420.0,1.0,112.0,,20074.0,59908.0,2161367,,,,33819,653,32799,,1728777,1225938,0,2022-01-14T23:56:13.585917+05:30,75695000,,,,2891959,36956,2736986,59264199,53272977,36343487,0,0.0,0.0
2022-01-14,TN,23459,26,9026,153046,27651,28678,0,115546.0,123.0,28223.0,1024228.0,1138328.0,1516167.0,Erode,337,1,98,,331,762,0,1704.0,3.0,568.0,,21098.0,30767.0,2259608,,,,109788,714,107506,,1685046,1181369,0,2022-01-14T23:56:13.585917+05:30,75695000,,,,2891959,36956,2736986,59264199,53272977,36343487,0,0.0,0.0
2022-01-14,TN,23459,26,9026,153046,27651,28678,0,115546.0,123.0,28223.0,1024228.0,1138328.0,1516167.0,Kallakurichi,145,0,43,,379,765,0,616.0,0.0,133.0,,21052.0,43811.0,1370281,,,,32373,210,31535,,1009819,805971,0,2022-01-14T23:56:13.585917+05:30,75695000,,,,2891959,36956,2736986,59264199,53272977,36343487,0,0.0,0.0
2022-01-14,TN,23459,26,9026,153046,27651,28678,0,115546.0,123.0,28223.0,1024228.0,1138328.0,1516167.0,Kancheepuram,781,0,248,,495,757,0,3640.0,7.0,895.0,,22483.0,27882.0,1166401,,,,80600,1275,75734,,810077,523708,0,2022-01-14T23:56:13.585917+05:30,75695000,,,,2891959,36956,2736986,59264199,53272977,36343487,0,0.0,0.0
