,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict,deltaVaccinated3ForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2022-01-14,WB,22645,28,8687,72725,191060,445824,8955,151740.0,149.0,57492.0,469627.0,1653294.0,2409405.0,Alipurduar,112,0,21,,3140,9801,14,446.0,0.0,93.0,,33633.0,45264.0,1700000,,,,16300,102,15792,,1137761,813601,0,2022-01-14T23:56:19.492055+05:30,96906000,,,,1863697,20013,1698201,22208650,67909159,45107196,0,0.0,0,0,0,0
1,1,1,1,1,2022-01-14,WB,22645,28,8687,72725,191060,445824,8955,151740.0,149.0,57492.0,469627.0,1653294.0,2409405.0,Bankura,365,0,115,,2074,3721,61,2176.0,0.0,603.0,,69991.0,89905.0,3596292,,,,39779,276,37514,,2736532,1645103,0,2022-01-14T23:56:19.492055+05:30,96906000,,,,1863697,20013,1698201,22208650,67909159,45107196,0,0.0,0,0,0,0
2,2,2,2,2,2022-01-14,WB,22645,28,8687,72725,191060,445824,8955,151740.0,149.0,57492.0,469627.0,1653294.0,2409405.0,Birbhum,984,2,294,,2596,4908,118,5489.0,3.0,1866.0,,32543.0,30239.0,3502387,,,,49730,303,44293,,1520680,1089526,0,2022-01-14T23:56:19.492055+05:30,96906000,,,,1863697,20013,1698201,22208650,67909159,45107196,0,0.0,0,0,0,0
3,3,3,3,3,2022-01-14,WB,22645,28,8687,72725,191060,445824,8955,151740.0,149.0,57492.0,469627.0,1653294.0,2409405.0,Cooch Behar,124,0,30,,5721,9384,36,583.0,0.0,169.0,,43336.0,60038.0,2822780,,,,30662,99,30008,,1992774,1113059,0,2022-01-14T23:56:19.492055+05:30,96906000,,,,1863697,20013,1698201,22208650,67909159,45107196,0,0.0,0,0,0,0
4,4,4,4,4,2022-01-14,WB,22645,28,8687,72725,191060,445824,8955,151740.0,149.0,57492.0,469627.0,1653294.0,2409405.0,Dakshin Dinajpur,202,0,53,,2986,7150,45,1039.0,2.0,251.0,,30503.0,39056.0,1670931,,,,19967,179,18835,,1180561,871710,0,2022-01-14T23:56:19.492055+05:30,96906000,,,,1863697,20013,1698201,22208650,67909159,45107196,0,0.0,0,0,0,0
5,5,5,5,5,2022-01-14,WB,22645,28,8687,72725,191060,445824,8955,151740.0,149.0,57492.0,469627.0,1653294.0,2409405.0,Darjeeling,596,0,136,,5822,3005,124,2664.0,2.0,756.0,,29901.0,25841.0,1842034,,,,61926,557,58850,,1460692,1189621,0,2022-01-14T23:56:19.492055+05:30,96906000,,,,1863697,20013,1698201,22208650,67909159,45107196,0,0.0,0,0,0,0
6,6,6,6,6,2022-01-14,WB,22645,28,8687,72725,191060,445824,8955,151740.0,149.0,57492.0,469627.0,1653294.0,2409405.0,Hooghly,1394,2,445,,13711,31803,409,8232.0,9.0,2721.0,,109978.0,184755.0,5520389,,,,100892,1055,92148,,3972292,2742467,0,2022-01-14T23:56:19.492055+05:30,96906000,,,,1863697,20013,1698201,22208650,67909159,45107196,0,0.0,0,0,0,0
7,7,7,7,7,2022-01-14,WB,22645,28,8687,72725,191060,445824,8955,151740.0,149.0,57492.0,469627.0,1653294.0,2409405.0,Howrah,1223,3,635,,5899,20567,694,10538.0,18.0,4517.0,,63071.0,149648.0,4841638,,,,118776,1576,107005,,3438239,2462297,0,2022-01-14T23:56:19.492055+05:30,96906000,,,,1863697,20013,1698201,22208650,67909159,45107196,0,0.0,0,0,0,0
8,8,8,8,8,2022-01-14,WB,22645,28,8687,72725,191060,445824,8955,151740.0,149.0,57492.0,469627.0,1653294.0,2409405.0,Jalpaiguri,216,1,68,,4320,9088,80,1276.0,2.0,375.0,,45843.0,67273.0,3869675,,,,44413,597,42633,,1625349,962816,0,2022-01-14T23:56:19.492055+05:30,96906000,,,,1863697,20013,1698201,22208650,67909159,45107196,0,0.0,0,0,0,0
9,9,9,9,9,2022-01-14,WB,22645,28,8687,72725,191060,445824,8955,151740.0,149.0,57492.0,469627.0,1653294.0,2409405.0,Jhargram,201,0,59,,672,555,22,1164.0,0.0,317.0,,18188.0,18197.0,1136548,,,,13791,27,12723,,841491,545243,0,2022-01-14T23:56:19.492055+05:30,96906000,,,,1863697,20013,1698201,22208650,67909159,45107196,0,0.0,0,0,0,0
