,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict,deltaVaccinated3ForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2022-01-14,PY,1471,1,82,4187,400,272,84,5339.0,3.0,240.0,24234.0,31141.0,11343.0,Karaikal,97,1,21,,11,10,14,536.0,1.0,47.0,,3630.0,1358.0,200222,2022-01-14 10:00:00+05:30,,,17501,252,16634,,134158,88782,0,2022-01-14 22:55:31,1504000,2022-01-14 10:00:00+05:30,,,135337,1884,127795,2087547,905903,588021,0,0.0,0,0,0,0
1,1,1,1,1,2022-01-14,PY,1471,1,82,4187,400,272,84,5339.0,3.0,240.0,24234.0,31141.0,11343.0,Mahe,25,0,15,,171,0,7,121.0,0.0,58.0,,773.0,220.0,41816,2022-01-14 10:00:00+05:30,,,6269,52,6119,,36167,31924,0,2022-01-14 22:55:31,1504000,2022-01-14 10:00:00+05:30,,,135337,1884,127795,2087547,905903,588021,0,0.0,0,0,0,0
2,2,2,2,2,2022-01-14,PY,1471,1,82,4187,400,272,84,5339.0,3.0,240.0,24234.0,31141.0,11343.0,Puducherry,1335,0,44,,215,258,62,4649.0,2.0,133.0,,26391.0,9570.0,950289,2022-01-14 10:00:00+05:30,,,104681,1471,98298,,699912,445111,0,2022-01-14 22:55:31,1504000,2022-01-14 10:00:00+05:30,,,135337,1884,127795,2087547,905903,588021,0,0.0,0,0,0,0
3,3,3,3,3,2022-01-14,PY,1471,1,82,4187,400,272,84,5339.0,3.0,240.0,24234.0,31141.0,11343.0,Yanam,14,0,2,,3,4,1,33.0,0.0,2.0,,347.0,195.0,55626,2022-01-14 10:00:00+05:30,,,6886,109,6744,,35666,22204,0,2022-01-14 22:55:31,1504000,2022-01-14 10:00:00+05:30,,,135337,1884,127795,2087547,905903,588021,0,0.0,0,0,0,0
