,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,2022-01-14,NL,159,0,75,632,7549,2020,723,27,520.0,0.0,230.0,5247.0,27582.0,10587.0,3352.0,Dimapur,145,0,74,,3116,1241,0,27,457.0,0.0,222.0,,14503.0,6027.0,0,379769,,,860 cases were recorded as Non Covid Deaths with Covid19 Positivity,15429,421,14687,,300010,223681,0,860,2022-01-22T02:04:10.401675+05:30,2150000,,,1237 cases were recorded as Non Covid Deaths with Covid19 Positivity,32775,687,31701,431458,789232,590548,3352,1237,140.0,134.0
1,1,1,1,2022-01-14,NL,159,0,75,632,7549,2020,723,27,520.0,0.0,230.0,5247.0,27582.0,10587.0,3352.0,Kiphire,0,0,0,,13,9,0,0,0.0,0.0,0.0,,279.0,133.0,0,74033,,,1 cases were recorded as Non Covid Deaths with Covid19 Positivity,267,9,258,,21029,10667,0,1,2022-01-22T02:04:10.401675+05:30,2150000,,,1237 cases were recorded as Non Covid Deaths with Covid19 Positivity,32775,687,31701,431458,789232,590548,3352,1237,140.0,0.0
2,2,2,2,2022-01-14,NL,159,0,75,632,7549,2020,723,27,520.0,0.0,230.0,5247.0,27582.0,10587.0,3352.0,Kohima,11,0,1,,1728,195,0,0,37.0,0.0,5.0,,5307.0,1168.0,0,270063,,,210 cases were recorded as Non Covid Deaths with Covid19 Positivity,9545,125,9388,,114701,94140,0,210,2022-01-22T02:04:10.401675+05:30,2150000,,,1237 cases were recorded as Non Covid Deaths with Covid19 Positivity,32775,687,31701,431458,789232,590548,3352,1237,140.0,3.0
3,3,3,3,2022-01-14,NL,159,0,75,632,7549,2020,723,27,520.0,0.0,230.0,5247.0,27582.0,10587.0,3352.0,Longleng,0,0,0,,145,26,0,0,0.0,0.0,0.0,,167.0,62.0,0,50593,,,20 cases were recorded as Non Covid Deaths with Covid19 Positivity,307,0,305,,21691,16577,0,20,2022-01-22T02:04:10.401675+05:30,2150000,,,1237 cases were recorded as Non Covid Deaths with Covid19 Positivity,32775,687,31701,431458,789232,590548,3352,1237,140.0,0.0
4,4,4,4,2022-01-14,NL,159,0,75,632,7549,2020,723,27,520.0,0.0,230.0,5247.0,27582.0,10587.0,3352.0,Mokokchung,0,0,0,,1380,134,0,0,4.0,0.0,0.0,,3214.0,926.0,0,193171,,,69 cases were recorded as Non Covid Deaths with Covid19 Positivity,2385,56,2325,,74267,62263,0,69,2022-01-22T02:04:10.401675+05:30,2150000,,,1237 cases were recorded as Non Covid Deaths with Covid19 Positivity,32775,687,31701,431458,789232,590548,3352,1237,140.0,0.0
5,5,5,5,2022-01-14,NL,159,0,75,632,7549,2020,723,27,520.0,0.0,230.0,5247.0,27582.0,10587.0,3352.0,Mon,0,0,0,,392,94,0,0,1.0,0.0,1.0,,759.0,538.0,0,259604,,,20 cases were recorded as Non Covid Deaths with Covid19 Positivity,1160,12,1146,,73429,55464,0,20,2022-01-22T02:04:10.401675+05:30,2150000,,,1237 cases were recorded as Non Covid Deaths with Covid19 Positivity,32775,687,31701,431458,789232,590548,3352,1237,140.0,1.0
6,6,6,6,2022-01-14,NL,159,0,75,632,7549,2020,723,27,520.0,0.0,230.0,5247.0,27582.0,10587.0,3352.0,Peren,0,0,0,,59,41,0,0,5.0,0.0,2.0,,655.0,453.0,0,163294,,,17 cases were recorded as Non Covid Deaths with Covid19 Positivity,927,6,918,,22886,15839,0,17,2022-01-22T02:04:10.401675+05:30,2150000,,,1237 cases were recorded as Non Covid Deaths with Covid19 Positivity,32775,687,31701,431458,789232,590548,3352,1237,140.0,2.0
7,7,7,7,2022-01-14,NL,159,0,75,632,7549,2020,723,27,520.0,0.0,230.0,5247.0,27582.0,10587.0,3352.0,Phek,1,0,0,,108,21,0,0,1.0,0.0,0.0,,801.0,344.0,0,163294,,,9 cases were recorded as Non Covid Deaths with Covid19 Positivity,605,18,586,,37809,26082,0,9,2022-01-22T02:04:10.401675+05:30,2150000,,,1237 cases were recorded as Non Covid Deaths with Covid19 Positivity,32775,687,31701,431458,789232,590548,3352,1237,140.0,0.0
8,8,8,8,2022-01-14,NL,159,0,75,632,7549,2020,723,27,520.0,0.0,230.0,5247.0,27582.0,10587.0,3352.0,Tuensang,2,0,0,,279,111,0,0,15.0,0.0,0.0,,456.0,348.0,0,414801,,,3 cases were recorded as Non Covid Deaths with Covid19 Positivity,1117,13,1089,,43073,31377,0,3,2022-01-22T02:04:10.401675+05:30,2150000,,,1237 cases were recorded as Non Covid Deaths with Covid19 Positivity,32775,687,31701,431458,789232,590548,3352,1237,140.0,0.0
9,9,9,9,2022-01-14,NL,159,0,75,632,7549,2020,723,27,520.0,0.0,230.0,5247.0,27582.0,10587.0,3352.0,Wokha,0,0,0,,298,62,0,0,0.0,0.0,0.0,,1345.0,406.0,0,166239,,,16 cases were recorded as Non Covid Deaths with Covid19 Positivity,407,11,392,,38105,26793,0,16,2022-01-22T02:04:10.401675+05:30,2150000,,,1237 cases were recorded as Non Covid Deaths with Covid19 Positivity,32775,687,31701,431458,789232,590548,3352,1237,140.0,0.0
10,10,10,10,2022-01-14,NL,159,0,75,632,7549,2020,723,27,520.0,0.0,230.0,5247.0,27582.0,10587.0,3352.0,Zunheboto,0,0,0,,31,86,0,0,0.0,0.0,0.0,,96.0,182.0,0,141014,,,12 cases were recorded as Non Covid Deaths with Covid19 Positivity,626,16,607,,42232,27665,0,12,2022-01-22T02:04:10.401675+05:30,2150000,,,1237 cases were recorded as Non Covid Deaths with Covid19 Positivity,32775,687,31701,431458,789232,590548,3352,1237,140.0,0.0
