Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
2022-01-14,DN,29,0,15,0,617,998,0,159.0,0.0,43.0,,12674.0,12452.0,Dadra and Nagar Haveli,,,,,484,756,0,,,,,7611.0,9459.0,343709,,,,,,,,436304,304398,0,2022-01-15 12:11:31.337075,959000,,,,10911,4,10731,,743813,551388,0,0.0,0.0
2022-01-14,DN,29,0,15,0,617,998,0,159.0,0.0,43.0,,12674.0,12452.0,Daman,,,,,124,222,0,,,,,4820.0,2747.0,191173,,,,,,,,264669,210000,0,2022-01-15 12:11:31.337075,959000,,,,10911,4,10731,,743813,551388,0,0.0,0.0
2022-01-14,DN,29,0,15,0,617,998,0,159.0,0.0,43.0,,12674.0,12452.0,Diu,,,,,9,20,0,,,,,243.0,246.0,52074,,,,,,,,42840,36990,0,2022-01-15 12:11:31.337075,959000,,,,10911,4,10731,,743813,551388,0,0.0,0.0
2022-01-14,DN,29,0,15,0,617,998,0,159.0,0.0,43.0,,12674.0,12452.0,Other State,,,,,0,0,0,,,,,0.0,0.0,0,,,,,,,,0,0,0,2022-01-15 12:11:31.337075,959000,,,,10911,4,10731,,743813,551388,0,0.0,0.0
2022-01-14,DN,29,0,15,0,617,998,0,159.0,0.0,43.0,,12674.0,12452.0,Unknown,29.0,0.0,15.0,,0,0,0,159.0,0.0,43.0,,0.0,0.0,0,,,,10911.0,4.0,10731.0,,0,0,0,2022-01-15 12:11:31.337075,959000,,,,10911,4,10731,,743813,551388,0,0.0,0.0
