,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict,deltaVaccinated3ForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
10,10,10,10,10,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Ganjam,55,0,15,,2757,2033,14,587.0,0.0,80.0,,100733.0,19562.0,3520151,,,,34670,483,33576,,2610607,2200284,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
11,11,11,11,11,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Jagatsinghpur,132,1,24,,1171,5862,14,574.0,1.0,64.0,,23178.0,47833.0,1136604,,,,28766,320,27868,,814315,604318,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
12,12,12,12,12,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Jajpur,143,0,47,,4774,6873,28,903.0,0.0,82.0,,55404.0,51316.0,1826275,,,,45271,174,44083,,1414414,997199,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
13,13,13,13,13,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Jharsuguda,202,0,156,,1030,1753,35,1244.0,0.0,379.0,,10430.0,9184.0,579499,,,,25524,179,24205,,468497,359579,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
14,14,14,14,14,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Kalahandi,203,0,4,,4373,4309,0,561.0,0.0,8.0,,23602.0,49855.0,1573054,,,,24938,212,24133,,1069030,761034,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
15,15,15,15,15,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Kandhamal,26,0,17,,2159,1899,0,127.0,0.0,17.0,,16388.0,11691.0,731952,,,,11679,83,11482,,549207,338975,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
16,16,16,16,16,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Kendrapara,74,0,9,,2000,4037,13,242.0,1.0,26.0,,27405.0,29924.0,1439891,,,,25351,255,24846,,1048248,731905,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
17,17,17,17,17,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Kendujhar,114,0,0,,984,3068,16,533.0,0.0,157.0,,29255.0,39650.0,1802777,,,,21705,174,21020,,1281071,976505,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
18,18,18,18,18,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Khordha,3496,0,426,,3464,3561,543,15300.0,0.0,1286.0,,47685.0,31516.0,2246341,,,,199791,1608,181245,,2264002,1915260,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
19,19,19,19,19,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Koraput,186,0,33,,3164,1897,5,787.0,0.0,80.0,,34017.0,17224.0,1376934,,,,20019,80,19181,,1103722,780761,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
20,20,20,20,20,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Malkangiri,30,0,0,,1032,3106,0,79.0,0.0,1.0,,9177.0,17433.0,612727,,,,11774,46,11640,,451114,331390,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
21,21,21,21,21,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Mayurbhanj,340,0,80,,1413,7763,34,1657.0,0.0,235.0,,52572.0,95703.0,2513895,,,,43158,288,41291,,1777037,1047402,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
22,22,22,22,22,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Nabarangapur,125,0,24,,2469,4241,5,620.0,0.0,71.0,,27080.0,23784.0,1218762,,,,24279,84,23545,,854704,575251,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
23,23,23,23,23,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Nayagarh,121,0,15,,2151,2972,12,401.0,1.0,36.0,,23984.0,16696.0,962215,,,,24049,212,23430,,681335,541756,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
24,24,24,24,24,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Nuapada,45,0,0,,2217,1184,7,310.0,0.0,0.0,,13216.0,9990.0,606490,,,,23281,86,22858,,469156,310982,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
25,25,25,25,25,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Puri,269,0,44,,2005,3769,25,1262.0,0.0,129.0,,21727.0,23354.0,1697983,,,,47132,461,45346,,1216826,1014252,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
26,26,26,26,26,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Rayagada,183,0,21,,2608,967,5,549.0,0.0,21.0,,18299.0,10303.0,961959,,,,20863,167,20118,,643181,494200,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
27,27,27,27,27,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Sambalpur,529,0,179,,2352,2458,77,3757.0,0.0,494.0,,24755.0,19114.0,1044410,,,,36506,240,32505,,886638,694743,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
28,28,28,28,28,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Subarnapur,132,0,56,,1427,1199,2,497.0,0.0,68.0,,19260.0,7046.0,652107,,,,13758,61,13222,,475872,423081,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
29,29,29,29,29,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Sundargarh,1049,1,479,,4068,3488,47,6909.0,1.0,1488.0,,38667.0,33954.0,2080664,,,,70354,593,63327,,1418937,985252,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
