,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict,deltaVaccinated3ForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Angul,85,0,34,,960,2004,5,467.0,1.0,131.0,,17966.0,37878.0,1271703,,,,44472,399,43716,,872738,654099,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
1,1,1,1,1,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Balangir,191,0,14,,6258,4917,5,1051.0,1.0,27.0,,41295.0,33078.0,1648574,,,,24605,128,23356,,1173298,758069,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
2,2,2,2,2,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Balasore,457,0,34,,3306,5167,35,1511.0,0.0,99.0,,65791.0,68328.0,2317419,,,,42846,301,40853,,1698208,1180929,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
3,3,3,3,3,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Bargarh,102,0,14,,3166,3569,9,587.0,0.0,36.0,,35799.0,31587.0,1478833,,,,31913,341,30868,,1073477,689149,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
4,4,4,4,4,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Bhadrak,102,1,6,,2046,3912,12,491.0,1.0,13.0,,32553.0,46546.0,1506522,,,,27127,149,26472,,1158771,988356,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
5,5,5,5,5,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Boudh,24,0,0,,872,866,2,85.0,0.0,0.0,,7923.0,6689.0,439917,,,,12759,112,12549,,302048,215950,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
6,6,6,6,6,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Cuttack,844,1,311,,2845,6020,75,4056.0,1.0,933.0,,43367.0,48550.0,2618708,,,,100263,861,95645,,1761754,1185632,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
7,7,7,7,7,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Deogarh,23,0,37,,192,387,15,159.0,0.0,74.0,,5685.0,8450.0,312164,,,,6917,50,6703,,251003,155908,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
8,8,8,8,8,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Dhenkanal,69,0,28,,1057,4622,10,289.0,0.0,56.0,,22140.0,34959.0,1192948,,,,20353,246,19845,,848160,599606,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
9,9,9,9,9,2022-01-14,OR,10273,4,2216,75731,69888,98749,1189,49403.0,8.0,6424.0,516361.0,906742.0,888298.0,Gajapati,126,0,8,,1568,846,15,404.0,0.0,26.0,,17389.0,7101.0,575880,,,,10179,83,9699,,376080,245955,0,2022-01-14 23:56:08.158890,43671000,2022-01-14 23:56:08.159629,,,1111879,8476,1052395,26479398,31013450,22757782,0,0.0,0,0,0,0
