,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10043,9910,129,2022-05-27,TT,43147530,524539,42607177,2022-05-27 12:09:15.859449,848877196,2022-05-26 00:00:00,465840,1928727157,1010554792,885533368,32638997,705707,342551,339332,23824,https://www.icmr.gov.in/,2710,14,2296,298817,1010267,265171,1574255,159,185,186,530,2,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2319900,2305108,14731,2022-05-27,TT,43147530,524539,42607177,2022-05-27 12:09:15.859449,848877196,2022-05-26 00:00:00,465840,1928727157,1010554792,885533368,32638997,95303733,44620253,47402478,3281002,https://www.icmr.gov.in/,2710,14,2296,298817,1010267,265171,1574255,586,4677,64690,69953,2,3,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,64505,64208,296,2022-05-27,TT,43147530,524539,42607177,2022-05-27 12:09:15.859449,848877196,2022-05-26 00:00:00,465840,1928727157,1010554792,885533368,32638997,1703286,909152,761594,32540,https://www.icmr.gov.in/,2710,14,2296,298817,1010267,265171,1574255,190,251,13,454,1,1,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,724226,716237,7986,2022-05-27,TT,43147530,524539,42607177,2022-05-27 12:09:15.859449,848877196,2022-05-26 00:00:00,465840,1928727157,1010554792,885533368,32638997,45291418,24183772,20652511,455135,https://www.icmr.gov.in/,2710,14,2296,298817,1010267,265171,1574255,8286,14536,2851,25673,1,0,0,,,1332900000,Assam,34293000
4,Bihar,830736,818437,12256,2022-05-27,TT,43147530,524539,42607177,2022-05-27 12:09:15.859449,848877196,2022-05-26 00:00:00,465840,1928727157,1010554792,885533368,32638997,131932714,70612287,59641559,1678868,https://www.icmr.gov.in/,2710,14,2296,298817,1010267,265171,1574255,26949,76301,32013,135263,2,11,0,,,1332900000,Bihar,119520000
5,Chandigarh,92359,91100,1165,2022-05-27,TT,43147530,524539,42607177,2022-05-27 12:09:15.859449,848877196,2022-05-26 00:00:00,465840,1928727157,1010554792,885533368,32638997,2171154,1175234,949233,46687,https://www.icmr.gov.in/,2710,14,2296,298817,1010267,265171,1574255,88,563,182,833,23,6,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1152417,1138328,14034,2022-05-27,TT,43147530,524539,42607177,2022-05-27 12:09:15.859449,848877196,2022-05-26 00:00:00,465840,1928727157,1010554792,885533368,32638997,39472530,20655528,18285455,531547,https://www.icmr.gov.in/,2710,14,2296,298817,1010267,265171,1574255,3884,20526,3996,28406,7,7,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11441,11437,4,2022-05-27,TT,43147530,524539,42607177,2022-05-27 12:09:15.859449,848877196,2022-05-26 00:00:00,465840,1928727157,1010554792,885533368,32638997,1409566,776357,621162,12047,https://www.icmr.gov.in/,2710,14,2296,298817,1010267,265171,1574255,32,122,25,179,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1905067,1877198,26208,2022-05-27,TT,43147530,524539,42607177,2022-05-27 12:09:15.859449,848877196,2022-05-26 00:00:00,465840,1928727157,1010554792,885533368,32638997,34160247,18042184,15040503,1077560,https://www.icmr.gov.in/,2710,14,2296,298817,1010267,265171,1574255,4581,13112,12134,29827,403,503,1,,,1332900000,Delhi,19814000
9,Goa,245720,241787,3832,2022-05-27,TT,43147530,524539,42607177,2022-05-27 12:09:15.859449,848877196,2022-05-26 00:00:00,465840,1928727157,1010554792,885533368,32638997,2755071,1431856,1275552,47663,https://www.icmr.gov.in/,2710,14,2296,298817,1010267,265171,1574255,128,465,427,1020,18,15,0,,,1332900000,Goa,1540000
