"Sr. No.","District/Municipal 
Corporation","COVID-19 cases","Recovered 
patients","Deaths","Active cases"
"27","Washim","45674","45013","641","20"
"28","Buldhana","92040","91191","836","13"
"29","Yavatmal","81986","80164","1820","2"
"30","Nagpur","576800","567357","9215","228"
"31","Wardha","65702","64278","1408","16"
"32","Bhandara","67965","66807","1142","16"
"33","Gondia","45428","44836","587","5"
"34","Chandrapur","98875","97267","1592","16"
"35","Gadchiroli","37005","36262","726","17"
"","Other states/country","144","31","113","0"
"","Total","7919442","7752304","147877","19261"
