"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","22","5","223893","0","12213","236106","559"
"Bageshwar","219","13","198604","0","5764","204368","370"
"Chamoli","168","90","274780","0","12245","287025","567"
"Champawat","388","115","227479","0","7605","235084","644"
"Dehradun","4338","3228","1823120","4","112439","1935559","1083"
"Haridwar","2860","2292","2042591","1","51515","2094106","330"
"Nainital","583","185","521542","2","39246","560788","642"
"Pauri Garhwal","1076","686","372466","0","17689","390155","557"
"Pithoragarh","156","32","207985","0","10263","218248","474"
"Rudraprayag","82","23","185593","0","8801","194394","387"
"Tehri Garhwal","114","99","291348","0","15836","307184","334"
"US Nagar","431","878","879663","0","37877","917540","786"
"Uttarkashi","403","511","328060","0","12557","340617","325"
"Total","10840","8157","7577124","7","344050","7921174","7058"
