"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16942","16664","14","264"
"2","Chengalpattu","174743","171646","552","2545"
"3","Chennai","560200","550224","1336","8640"
"4","Coimbatore","252230","248604","1132","2494"
"5","Cuddalore","64509","63567","68","874"
"6","Dharmapuri","28933","28584","70","279"
"7","Dindigul","33305","32617","36","652"
"8","Erode","107240","105957","576","707"
"9","Kallakurichi","31593","31362","21","210"
"10","Kancheepuram","75931","74472","194","1265"
"11","Kanyakumari","62990","61792","137","1061"
"12","Karur","24858","24341","153","364"
"13","Krishnagiri","44034","43545","133","356"
"14","Madurai","75625","74374","65","1186"
"15","Mayiladuthurai","23419","23073","27","319"
"16","Nagapattinam","21410","21006","45","359"
"17","Namakkal","54251","53287","448","516"
"18","Nilgiris","34352","33967","167","218"
"19","Perambalur","12125","11868","12","245"
"20","Pudukottai","30370","29921","28","421"
"21","Ramanathapuram","20657","20279","19","359"
"22","Ranipet","43652","42823","51","778"
"23","Salem","102112","99937","454","1721"
"24","Sivagangai","20474","20210","54","210"
"25","Tenkasi","27410","26908","16","486"
"26","Thanjavur","76327","75179","146","1002"
"27","Theni","43617","43088","8","521"
"28","Thirupathur","29444","28781","36","627"
"29","Thiruvallur","120617","118518","243","1856"
"30","Thiruvannamalai","55301","54555","73","673"
"31","Thiruvarur","41980","41457","61","462"
"32","Thoothukudi","56547","56108","27","412"
"33","Tirunelveli","49728","49245","49","434"
"34","Tiruppur","98103","96535","552","1016"
"35","Trichy","78750","77476","180","1094"
"36","Vellore","50379","49125","113","1141"
"37","Villupuram","46073","45680","35","358"
"38","Virudhunagar","46417","45857","11","549"
"39","Airport Surveillance 
(International)","1035","1030","4","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,39,196","26,95,174","7,346","36,676"
