"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","107","154","61258","0","4511","65763","37"
"Bageshwar","0","2","33940","0","2088","36024","0"
"Chamoli","71","72","46121","0","3197","49316","16"
"Champawat","47","4","59133","0","1909","61039","17"
"Dehradun","383","340","355299","5","32870","388034","52"
"Haridwar","132","150","301215","6","13074","314259","33"
"Nainital","155","137","76570","1","11309","87809","38"
"Pauri Garhwal","106","139","89975","0","5265","95233","32"
"Pithoragarh","10","4","38977","0","2558","41523","6"
"Rudraprayag","22","13","26225","0","2702","28927","12"
"Tehri Garhwal","105","117","32628","0","2351","34972","52"
"US Nagar","142","102","130575","0","8783","139334","60"
"Uttarkashi","68","15","35945","0","1639","37582","14"
"Total","1348","1249","1287861","12","92256","1379815","369"
