,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinatedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinatedNumberForState
0,2023-07-11,TT,Andaman and Nicobar Islands,,,,10766,129,10637,,,2023-07-11 17:55:20.847253,,,,44994619,531913,44461286,932987417,2206744745
1,2023-07-11,TT,Andhra Pradesh,,,,2340673,14733,2325939,,,2023-07-11 17:55:20.847253,,,,44994619,531913,44461286,932987417,2206744745
2,2023-07-11,TT,Arunachal Pradesh,,,,67046,296,66750,,,2023-07-11 17:55:20.847253,,,,44994619,531913,44461286,932987417,2206744745
3,2023-07-11,TT,Assam,,,,746150,8035,738108,,,2023-07-11 17:55:20.847253,,,,44994619,531913,44461286,932987417,2206744745
4,2023-07-11,TT,Bihar,,,,855260,12314,842945,,,2023-07-11 17:55:20.847253,,,,44994619,531913,44461286,932987417,2206744745
5,2023-07-11,TT,Chandigarh,,,,100691,1185,99505,,,2023-07-11 17:55:20.847253,,,,44994619,531913,44461286,932987417,2206744745
6,2023-07-11,TT,Chhattisgarh,,,,1187686,14190,1173495,,,2023-07-11 17:55:20.847253,,,,44994619,531913,44461286,932987417,2206744745
7,2023-07-11,TT,Dadra and Nagar Haveli and Daman and Diu,,,,11592,4,11588,,,2023-07-11 17:55:20.847253,,,,44994619,531913,44461286,932987417,2206744745
8,2023-07-11,TT,Delhi,,,,2040791,26665,2014122,,,2023-07-11 17:55:20.847253,,,,44994619,531913,44461286,932987417,2206744745
9,2023-07-11,TT,Goa,,,,263314,4014,259293,,,2023-07-11 17:55:20.847253,,,,44994619,531913,44461286,932987417,2206744745
10,2023-07-11,TT,Gujarat,,,,1291358,11079,1280268,,,2023-07-11 17:55:20.847253,,,,44994619,531913,44461286,932987417,2206744745
11,2023-07-11,TT,Haryana,,,,1078879,10754,1068099,,,2023-07-11 17:55:20.847253,,,,44994619,531913,44461286,932987417,2206744745
12,2023-07-11,TT,Himachal Pradesh,,,,322838,4240,318589,,,2023-07-11 17:55:20.847253,,,,44994619,531913,44461286,932987417,2206744745
13,2023-07-11,TT,Jammu and Kashmir,,,,482019,4792,477225,,,2023-07-11 17:55:20.847253,,,,44994619,531913,44461286,932987417,2206744745
14,2023-07-11,TT,Jharkhand,,,,443824,5334,438490,,,2023-07-11 17:55:20.847253,,,,44994619,531913,44461286,932987417,2206744745
15,2023-07-11,TT,Karnataka,,,,4088658,40357,4048286,,,2023-07-11 17:55:20.847253,,,,44994619,531913,44461286,932987417,2206744745
16,2023-07-11,TT,Kerala,,,,6907022,71944,6834059,,,2023-07-11 17:55:20.847253,,,,44994619,531913,44461286,932987417,2206744745
17,2023-07-11,TT,Ladakh,,,,29587,231,29356,,,2023-07-11 17:55:20.847253,,,,44994619,531913,44461286,932987417,2206744745
18,2023-07-11,TT,Lakshadweep,,,,11415,52,11363,,,2023-07-11 17:55:20.847253,,,,44994619,531913,44461286,932987417,2206744745
19,2023-07-11,TT,Maharashtra,,,,8169930,148556,8021304,,,2023-07-11 17:55:20.847253,,,,44994619,531913,44461286,932987417,2206744745
20,2023-07-11,TT,Manipur,,,,139973,2149,137806,,,2023-07-11 17:55:20.847253,,,,44994619,531913,44461286,932987417,2206744745
21,2023-07-11,TT,Meghalaya,,,,96955,1628,95326,,,2023-07-11 17:55:20.847253,,,,44994619,531913,44461286,932987417,2206744745
22,2023-07-11,TT,Mizoram,,,,239552,734,238812,,,2023-07-11 17:55:20.847253,,,,44994619,531913,44461286,932987417,2206744745
23,2023-07-11,TT,Madhya Pradesh,,,,1056351,10786,1045562,,,2023-07-11 17:55:20.847253,,,,44994619,531913,44461286,932987417,2206744745
