"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","0","25","222424","1","12192","234616","398"
"Bageshwar","81","151","196939","0","5764","202703","179"
"Chamoli","87","54","271794","0","12242","284036","593"
"Champawat","120","34","224743","0","7604","232347","735"
"Dehradun","4051","3946","1789483","2","112385","1901868","1608"
"Haridwar","1014","955","2024315","0","51504","2075819","595"
"Nainital","214","216","515321","0","39238","554559","417"
"Pauri Garhwal","350","385","366306","0","17687","383993","299"
"Pithoragarh","24","90","206735","0","10263","216998","166"
"Rudraprayag","116","232","184220","0","8800","193020","439"
"Tehri Garhwal","101","138","290036","0","15836","305872","145"
"US Nagar","471","577","873734","0","37876","911610","412"
"Uttarkashi","364","102","324924","0","12551","337475","755"
"Total","6993","6905","7490974","3","343942","7834916","6741"
