"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","0","35180","0","34844","3","0","333","0"
"2","Ballari","0","97786","3","95992","108","0","1686","0"
"3","Belagavi","4","79953","4","78952","59","0","942","0"
"4","Bengaluru Rural","0","62071","3","61128","53","0","890","0"
"5","Bengaluru Urban","134","1254920","245","1232752","5845","2","16322","1"
"6","Bidar","1","24344","0","23937","2","0","401","4"
"7","Chamarajanagara","2","33031","1","32493","24","0","503","11"
"8","Chikkaballapura","1","43969","1","43530","7","0","431","1"
"9","Chikkamagaluru","3","51183","6","50740","47","0","396","0"
"10","Chitradurga","2","36702","3","36463","31","0","208","0"
"11","Dakshina 
Kannada","12","115730","18","113937","101","0","1685","7"
"12","Davanagere","0","50998","1","50377","13","0","608","0"
"13","Dharwada","2","61024","3","59679","25","0","1318","2"
"14","Gadag","0","26067","0","25747","1","0","319","0"
"15","Hassana","8","111979","28","110635","85","0","1257","2"
"16","Haveri","0","21948","0","21304","1","0","643","0"
"17","Kalaburagi","1","61948","1","61116","12","0","820","0"
"18","Kodagu","3","37198","2","36798","69","0","330","1"
"19","Kolara","0","46998","3","46318","42","2","638","0"
"20","Koppala","1","35199","0","34661","12","0","526","0"
"21","Mandya","4","73834","2","73151","29","0","654","0"
"22","Mysuru","17","179516","19","176939","156","0","2421","0"
"23","Raichuru","1","39980","0","39645","3","0","332","0"
"24","Ramanagara","1","24213","0","23886","4","1","323","0"
"25","Shivamogga","1","69505","2","68326","89","0","1090","0"
"26","Tumakuru","9","121007","5","119733","140","0","1134","0"
"27","Udupi","5","76834","3","76287","59","0","488","0"
"28","Uttara Kannada","1","56375","16","55535","68","0","772","0"
"29","Vijayapura","0","36277","0","35776","6","0","495","0"
"30","Yadagiri","0","27547","1","27339","2","0","206","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","213","2993352","370","2948053","7096","5","38174","29"
"*Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today. 
 
Date: 20-11-2021 
 Page 5 of 8","","","","","","","","",""
