,Unnamed: 0,Unnamed: 0.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,2021-11-02,MH,1078,48,1095,91105,145473,120861,0,0,7914.0,214.0,15186.0,763589.0,1399483.0,1111343.0,0.0,Ahmednagar,139.0,8.0,0.0,,2335.0,1979.0,0,0,808.0,29.0,1218.0,,37316.0,25208.0,0,4543083,,,,339678,7052,330623,,2476261,887364,0,1,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6612965,140274,6453581,62843792,67531502,31260270,0,3625,3625.0,1.0
1,1,1,2021-11-02,MH,1078,48,1095,91105,145473,120861,0,0,7914.0,214.0,15186.0,763589.0,1399483.0,1111343.0,0.0,Akola,1.0,0.0,2.0,,3441.0,1264.0,0,0,2.0,0.0,7.0,,23942.0,9208.0,0,1818617,,,,58765,1425,57320,,767082,360741,0,4,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6612965,140274,6453581,62843792,67531502,31260270,0,3625,3625.0,4.0
2,2,2,2021-11-02,MH,1078,48,1095,91105,145473,120861,0,0,7914.0,214.0,15186.0,763589.0,1399483.0,1111343.0,0.0,Amravati,0.0,0.0,0.0,,1446.0,1305.0,0,0,1.0,0.0,0.0,,21122.0,15733.0,0,2887826,,,,96231,1594,94618,,1244881,552019,0,2,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6612965,140274,6453581,62843792,67531502,31260270,0,3625,3625.0,2.0
3,3,3,2021-11-02,MH,1078,48,1095,91105,145473,120861,0,0,7914.0,214.0,15186.0,763589.0,1399483.0,1111343.0,0.0,Aurangabad,30.0,0.0,0.0,,2037.0,1684.0,0,0,155.0,0.0,66.0,,37307.0,27340.0,0,3695928,,,,155369,4251,150615,,1779481,728732,0,14,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6612965,140274,6453581,62843792,67531502,31260270,0,3625,3625.0,14.0
4,4,4,2021-11-02,MH,1078,48,1095,91105,145473,120861,0,0,7914.0,214.0,15186.0,763589.0,1399483.0,1111343.0,0.0,Beed,9.0,0.0,1.0,,6566.0,4490.0,0,0,64.0,7.0,88.0,,37330.0,25491.0,0,2585962,,,,103761,2808,100884,,1159122,494735,0,7,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6612965,140274,6453581,62843792,67531502,31260270,0,3625,3625.0,7.0
5,5,5,2021-11-02,MH,1078,48,1095,91105,145473,120861,0,0,7914.0,214.0,15186.0,763589.0,1399483.0,1111343.0,0.0,Bhandara,0.0,0.0,0.0,,10.0,35.0,0,0,0.0,0.0,1.0,,3149.0,10841.0,0,1198810,,,,60080,1123,58945,,826196,422833,0,10,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6612965,140274,6453581,62843792,67531502,31260270,0,3625,3625.0,10.0
6,6,6,2021-11-02,MH,1078,48,1095,91105,145473,120861,0,0,7914.0,214.0,15186.0,763589.0,1399483.0,1111343.0,0.0,Buldhana,3.0,0.0,3.0,,4125.0,2193.0,0,0,18.0,1.0,15.0,,31337.0,20935.0,0,2588039,,,,85524,797,84714,,1145397,518695,0,6,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6612965,140274,6453581,62843792,67531502,31260270,0,3625,3625.0,6.0
7,7,7,2021-11-02,MH,1078,48,1095,91105,145473,120861,0,0,7914.0,214.0,15186.0,763589.0,1399483.0,1111343.0,0.0,Chandrapur,1.0,0.0,0.0,,405.0,542.0,0,0,6.0,0.0,0.0,,14230.0,13465.0,0,2194262,,,,88969,1560,87387,,1337334,461652,0,4,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6612965,140274,6453581,62843792,67531502,31260270,0,3625,3625.0,4.0
8,8,8,2021-11-02,MH,1078,48,1095,91105,145473,120861,0,0,7914.0,214.0,15186.0,763589.0,1399483.0,1111343.0,0.0,Dhule,0.0,0.0,0.0,,4315.0,3184.0,0,0,6.0,0.0,10.0,,23738.0,19004.0,0,2048781,,,,46173,654,45507,,1015727,482734,0,11,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6612965,140274,6453581,62843792,67531502,31260270,0,3625,3625.0,11.0
9,9,9,2021-11-02,MH,1078,48,1095,91105,145473,120861,0,0,7914.0,214.0,15186.0,763589.0,1399483.0,1111343.0,0.0,Gadchiroli,1.0,0.0,1.0,,2726.0,1963.0,0,0,3.0,0.0,4.0,,13053.0,9859.0,0,1071795,,,,30441,669,29736,,543897,233718,0,33,2021-11-11 10:25:28.225955,122153000,2021-11-11 10:25:28.226664,,,6612965,140274,6453581,62843792,67531502,31260270,0,3625,3625.0,33.0
