"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","17252","16735","252","265"
"2","Chengalpattu","194350","177074","14717","2559"
"3","Chennai","634793","571387","54685","8721"
"4","Coimbatore","262884","252875","7480","2529"
"5","Cuddalore","66233","63916","1440","877"
"6","Dharmapuri","29833","28894","658","281"
"7","Dindigul","33911","32822","436","653"
"8","Erode","110329","107645","1970","714"
"9","Kallakurichi","32497","31574","713","210"
"10","Kancheepuram","81379","76052","4052","1275"
"11","Kanyakumari","66617","62641","2909","1067"
"12","Karur","25446","24716","363","367"
"13","Krishnagiri","45848","44006","1480","362"
"14","Madurai","79801","75129","3480","1192"
"15","Mayiladuthurai","23834","23186","327","321"
"16","Nagapattinam","21850","21154","334","362"
"17","Namakkal","55872","54321","1029","522"
"18","Nilgiris","35782","34423","1139","220"
"19","Perambalur","12826","12060","519","247"
"20","Pudukottai","30725","30032","272","421"
"21","Ramanathapuram","21459","20460","639","360"
"22","Ranipet","46337","43352","2204","781"
"23","Salem","105236","101289","2215","1732"
"24","Sivagangai","21144","20467","464","213"
"25","Tenkasi","27835","27029","320","486"
"26","Thanjavur","78517","75768","1738","1011"
"27","Theni","44435","43199","712","524"
"28","Thirupathur","30538","29015","895","628"
"29","Thiruvallur","130239","121063","7299","1877"
"30","Thiruvannamalai","57245","54991","1579","675"
"31","Thiruvarur","42638","41678","496","464"
"32","Thoothukudi","59207","56945","1844","418"
"33","Tirunelveli","52299","49866","1995","438"
"34","Tiruppur","101784","98275","2479","1030"
"35","Trichy","82495","78420","2970","1105"
"36","Vellore","53700","50429","2122","1149"
"37","Villupuram","47281","46036","886","359"
"38","Virudhunagar","48765","46388","1827","550"
"39","Airport Surveillance 
(International)","1200","1141","58","1"
"40","Airport Surveillance 
(Domestic)","1104","1093","10","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","29,15,948","27,47,974","1,31,007","36,967"
