"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20145","19828","50","267"
"2","Chengalpattu","249934","246403","873","2658"
"3","Chennai","784300","771684","3547","9069"
"4","Coimbatore","336712","333137","957","2618"
"5","Cuddalore","75256","74172","189","895"
"6","Dharmapuri","36581","36227","71","283"
"7","Dindigul","38447","37599","183","665"
"8","Erode","134590","133400","456","734"
"9","Kallakurichi","36851","36622","14","215"
"10","Kancheepuram","97405","96045","58","1302"
"11","Kanyakumari","88774","87469","220","1085"
"12","Karur","30054","29642","40","372"
"13","Krishnagiri","60861","60191","299","371"
"14","Madurai","92592","91217","139","1236"
"15","Mayiladuthurai","26995","26551","114","330"
"16","Nagapattinam","25794","25386","33","375"
"17","Namakkal","69082","68361","187","534"
"18","Nilgiris","42638","42360","52","226"
"19","Perambalur","14855","14561","45","249"
"20","Pudukottai","35050","34558","66","426"
"21","Ramanathapuram","24955","24570","17","368"
"22","Ranipet","55617","54670","160","787"
"23","Salem","129920","127711","447","1762"
"24","Sivagangai","24762","24411","132","219"
"25","Tenkasi","33673","33056","127","490"
"26","Thanjavur","93129","91978","111","1040"
"27","Theni","51639","50920","186","533"
"28","Thirupathur","35915","35259","23","633"
"29","Thiruvallur","152356","150340","76","1940"
"30","Thiruvannamalai","67884","67155","44","685"
"31","Thiruvarur","48727","48138","116","473"
"32","Thoothukudi","66873","66265","160","448"
"33","Tirunelveli","65317","64650","222","445"
"34","Tiruppur","131059","129842","165","1052"
"35","Trichy","97295","95940","194","1161"
"36","Vellore","57831","56616","52","1163"
"37","Villupuram","55829","55304","158","367"
"38","Virudhunagar","58985","58160","270","555"
"39","Airport Surveillance 
(International)","1380","1374","5","1"
"40","Airport Surveillance 
(Domestic)","1151","1147","3","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,51,641","35,03,347","10,261","38,033"
