"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","197","95","239266","1","12253","251519","1219"
"Bageshwar","272","91","214960","0","5774","220734","745"
"Chamoli","68","332","293824","0","12254","306078","723"
"Champawat","304","577","266759","0","7682","274441","792"
"Dehradun","1096","1587","1925735","77","113029","2038764","331"
"Haridwar","3384","3645","2220362","15","51638","2272000","1678"
"Nainital","246","605","576725","91","39510","616235","490"
"Pauri Garhwal","742","1207","413355","28","17784","431139","391"
"Pithoragarh","282","1050","233723","8","10311","244034","2587"
"Rudraprayag","62","386","201912","0","8806","210718","436"
"Tehri Garhwal","14","503","307091","5","15852","322943","348"
"US Nagar","1239","2865","966067","34","38006","1004073","729"
"Uttarkashi","205","327","344216","0","12565","356781","148"
"Total","8111","13270","8203995","259","345464","8549459","10617"
