Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,cumulativeVaccinatedNumberForDistrict,deltaVaccinatedForDistrict
2021-10-28,TN,1061,12,1286,122835,47716,101191,0,0,0,0,0,0,0,Ariyalur,7,0,10,,2293,1902,0,0,0,0,0,0,0,752481,,,,16843,261,16532,,466538,139962,2021-12-08T10:16:39.439891+05:30,75695000,,,,2699554,36072,2651431,50788402,40755853,16540092,57295945.0,148907.0,606500.0,0
2021-10-28,TN,1061,12,1286,122835,47716,101191,0,0,0,0,0,0,0,Chengalpattu,87,0,94,,1645,3047,0,0,0,0,0,0,0,2556244,,,,171514,2503,168042,,1319163,579371,2021-12-08T10:16:39.439891+05:30,75695000,,,,2699554,36072,2651431,50788402,40755853,16540092,57295945.0,148907.0,1898534.0,0
2021-10-28,TN,1061,12,1286,122835,47716,101191,0,0,0,0,0,0,0,Chennai,135,3,157,,2599,6739,0,0,0,0,0,0,0,7100000,,,,554323,8541,544274,,4876767,2757972,2021-12-08T10:16:39.439891+05:30,75695000,,,,2699554,36072,2651431,50788402,40755853,16540092,57295945.0,148907.0,7634739.0,0
2021-10-28,TN,1061,12,1286,122835,47716,101191,0,0,0,0,0,0,0,Coimbatore,125,3,145,,1020,4224,0,0,0,0,0,0,0,3472578,,,,246423,2410,242683,,2703170,1150033,2021-12-08T10:16:39.439891+05:30,75695000,,,,2699554,36072,2651431,50788402,40755853,16540092,57295945.0,148907.0,3853203.0,0
2021-10-28,TN,1061,12,1286,122835,47716,101191,0,0,0,0,0,0,0,Cuddalore,20,0,18,,4588,6608,0,0,0,0,0,0,0,2600880,,,,64032,867,62947,,1497295,571574,2021-12-08T10:16:39.439891+05:30,75695000,,,,2699554,36072,2651431,50788402,40755853,16540092,57295945.0,148907.0,2068869.0,0
2021-10-28,TN,1061,12,1286,122835,47716,101191,0,0,0,0,0,0,0,Dharmapuri,16,0,24,,438,1103,0,0,0,0,0,0,0,1502900,,,,28385,273,27887,,761286,260380,2021-12-08T10:16:39.439891+05:30,75695000,,,,2699554,36072,2651431,50788402,40755853,16540092,57295945.0,148907.0,1021666.0,0
2021-10-28,TN,1061,12,1286,122835,47716,101191,0,0,0,0,0,0,0,Dindigul,5,0,8,,811,2615,0,0,0,0,0,0,0,2161367,,,,33075,645,32328,,1224318,448738,2021-12-08T10:16:39.439891+05:30,75695000,,,,2699554,36072,2651431,50788402,40755853,16540092,57295945.0,148907.0,1673056.0,0
2021-10-28,TN,1061,12,1286,122835,47716,101191,0,0,0,0,0,0,0,Erode,77,0,83,,1133,3109,0,0,0,0,0,0,0,2259608,,,,104094,682,102553,,1360788,521875,2021-12-08T10:16:39.439891+05:30,75695000,,,,2699554,36072,2651431,50788402,40755853,16540092,57295945.0,148907.0,1882663.0,0
2021-10-28,TN,1061,12,1286,122835,47716,101191,0,0,0,0,0,0,0,Kallakurichi,9,0,17,,1677,5093,0,0,0,0,0,0,0,1370281,,,,31325,210,30994,,680991,271058,2021-12-08T10:16:39.439891+05:30,75695000,,,,2699554,36072,2651431,50788402,40755853,16540092,57295945.0,148907.0,952049.0,0
2021-10-28,TN,1061,12,1286,122835,47716,101191,0,0,0,0,0,0,0,Kancheepuram,29,0,39,,1368,2218,0,0,0,0,0,0,0,1166401,,,,74873,1257,73276,,655400,236705,2021-12-08T10:16:39.439891+05:30,75695000,,,,2699554,36072,2651431,50788402,40755853,16540092,57295945.0,148907.0,892105.0,0
