Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,cumulativeVaccinatedNumberForDistrict,deltaVaccinatedForDistrict
2021-10-28,OR,365,3,0,0,115121,162725,0,0,0,0,0,0,0,Angul,1,1,0,,2709,3946,0,0,0,0,0,0,0,1271703,,,,43913,393,43496,,779636,283190,2021-12-08 10:34:49.423458,43671000,2021-12-08 10:34:49.424173,,,1040595,8325,1027654,21789353,25495722,11235447,36731169.0,277846.0,1062826.0,0
2021-10-28,OR,365,3,0,0,115121,162725,0,0,0,0,0,0,0,Balasore,2,1,0,,10798,3722,0,0,0,0,0,0,0,2317419,,,,40768,294,40354,,1330938,525666,2021-12-08 10:34:49.423458,43671000,2021-12-08 10:34:49.424173,,,1040595,8325,1027654,21789353,25495722,11235447,36731169.0,277846.0,1856604.0,0
2021-10-28,OR,365,3,0,0,115121,162725,0,0,0,0,0,0,0,Bargarh,1,0,0,,7076,4195,0,0,0,0,0,0,0,1478833,,,,31122,335,30757,,809383,271249,2021-12-08 10:34:49.423458,43671000,2021-12-08 10:34:49.424173,,,1040595,8325,1027654,21789353,25495722,11235447,36731169.0,277846.0,1080632.0,0
2021-10-28,OR,365,3,0,0,115121,162725,0,0,0,0,0,0,0,Bhadrak,7,0,0,,2393,7383,0,0,0,0,0,0,0,1506522,,,,26471,146,26240,,1022373,356985,2021-12-08 10:34:49.423458,43671000,2021-12-08 10:34:49.424173,,,1040595,8325,1027654,21789353,25495722,11235447,36731169.0,277846.0,1379358.0,0
2021-10-28,OR,365,3,0,0,115121,162725,0,0,0,0,0,0,0,Balangir,0,0,0,,3511,6749,0,0,0,0,0,0,0,1648574,,,,23396,126,23255,,954862,286717,2021-12-08 10:34:49.423458,43671000,2021-12-08 10:34:49.424173,,,1040595,8325,1027654,21789353,25495722,11235447,36731169.0,277846.0,1241579.0,0
2021-10-28,OR,365,3,0,0,115121,162725,0,0,0,0,0,0,0,Boudh,0,0,0,,1114,3805,0,0,0,0,0,0,0,439917,,,,12634,112,12488,,256423,84332,2021-12-08 10:34:49.423458,43671000,2021-12-08 10:34:49.424173,,,1040595,8325,1027654,21789353,25495722,11235447,36731169.0,277846.0,340755.0,0
2021-10-28,OR,365,3,0,0,115121,162725,0,0,0,0,0,0,0,Cuttack,34,0,0,,12359,9666,0,0,0,0,0,0,0,2618708,,,,94560,852,93276,,1409378,686080,2021-12-08 10:34:49.423458,43671000,2021-12-08 10:34:49.424173,,,1040595,8325,1027654,21789353,25495722,11235447,36731169.0,277846.0,2095458.0,0
2021-10-28,OR,365,3,0,0,115121,162725,0,0,0,0,0,0,0,Deogarh,6,0,0,,327,1622,0,0,0,0,0,0,0,312164,,,,6547,50,6454,,223239,62849,2021-12-08 10:34:49.423458,43671000,2021-12-08 10:34:49.424173,,,1040595,8325,1027654,21789353,25495722,11235447,36731169.0,277846.0,286088.0,0
2021-10-28,OR,365,3,0,0,115121,162725,0,0,0,0,0,0,0,Dhenkanal,4,0,0,,3045,4072,0,0,0,0,0,0,0,1192948,,,,19864,243,19582,,733024,275026,2021-12-08 10:34:49.423458,43671000,2021-12-08 10:34:49.424173,,,1040595,8325,1027654,21789353,25495722,11235447,36731169.0,277846.0,1008050.0,0
2021-10-28,OR,365,3,0,0,115121,162725,0,0,0,0,0,0,0,Gajapati,0,0,0,,600,1988,0,0,0,0,0,0,0,575880,,,,9650,83,9547,,287114,110613,2021-12-08 10:34:49.423458,43671000,2021-12-08 10:34:49.424173,,,1040595,8325,1027654,21789353,25495722,11235447,36731169.0,277846.0,397727.0,0
2021-10-28,OR,365,3,0,0,115121,162725,0,0,0,0,0,0,0,Ganjam,5,0,0,,4695,18742,0,0,0,0,0,0,0,3520151,,,,33836,477,33335,,2206863,1661757,2021-12-08 10:34:49.423458,43671000,2021-12-08 10:34:49.424173,,,1040595,8325,1027654,21789353,25495722,11235447,36731169.0,277846.0,3868620.0,0
2021-10-28,OR,365,3,0,0,115121,162725,0,0,0,0,0,0,0,Jagatsinghpur,13,0,0,,4253,6449,0,0,0,0,0,0,0,1136604,,,,27900,316,27468,,671554,263218,2021-12-08 10:34:49.423458,43671000,2021-12-08 10:34:49.424173,,,1040595,8325,1027654,21789353,25495722,11235447,36731169.0,277846.0,934772.0,0
2021-10-28,OR,365,3,0,0,115121,162725,0,0,0,0,0,0,0,Jajpur,10,0,0,,5352,7205,0,0,0,0,0,0,0,1826275,,,,43713,171,43430,,1077943,368963,2021-12-08 10:34:49.423458,43671000,2021-12-08 10:34:49.424173,,,1040595,8325,1027654,21789353,25495722,11235447,36731169.0,277846.0,1446906.0,0
