"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","0","0","2051","18","0","0"
"East Jaintia Hills","0","0","0","2627","38","0","0"
"East Khasi Hills","7","27","0","47239","1075","41","9"
"Eastern West Khasi Hills","0","1","0","142","8","0","0"
"North Garo Hills","0","0","0","1881","9","0","0"
"Ri-Bhoi","4","2","0","10368","99","13","2"
"South Garo Hills","0","0","0","1343","13","0","0"
"South West Garo Hills","0","0","0","2096","20","1","0"
"South West Khasi Hills","0","0","0","2701","20","0","0"
"West Garo Hills","3","1","0","10794","80","24","0"
"West Jaintia Hills","1","0","0","7196","139","3","0"
"West Khasi Hills","0","0","0","5655","76","0","0"
"Total","15","31","0","94093","1595","82","11"
